Time	Relaxation Modulus
0.2011	292000.0
0.3012	249000.0
0.4013	226000.0
0.5009	212000.0
0.601	202000.0
0.7021	194000.0
0.8022	188000.0
0.9023	182000.0
1.003	178000.0
1.103	174000.0
1.204	171000.0
1.304	168000.0
1.405	166000.0
1.506	163000.0
1.607	161000.0
1.707	159000.0
1.808	157000.0
1.909	156000.0
2.01	154000.0
2.111	153000.0
2.212	151000.0
2.313	150000.0
2.414	149000.0
2.516	148000.0
2.617	146000.0
2.718	146000.0
2.82	144000.0
2.921	144000.0
3.022	143000.0
3.124	142000.0
3.226	141000.0
3.327	140000.0
3.429	139000.0
3.531	139000.0
3.632	138000.0
3.734	137000.0
3.836	137000.0
3.938	136000.0
4.04	135000.0
4.142	135000.0
4.244	134000.0
4.346	134000.0
4.448	133000.0
4.551	133000.0
4.653	132000.0
4.755	132000.0
4.858	131000.0
4.96	131000.0
5.063	130000.0
5.165	130000.0
5.268	129000.0
5.37	129000.0
5.473	128000.0
5.576	128000.0
5.679	127000.0
5.781	127000.0
5.884	127000.0
5.987	126000.0
6.09	126000.0
6.193	125000.0
6.296	125000.0
6.4	125000.0
6.503	124000.0
6.606	124000.0
6.709	124000.0
6.813	123000.0
6.916	123000.0
7.02	123000.0
7.123	122000.0
7.227	122000.0
7.33	122000.0
7.434	121000.0
7.538	121000.0
7.642	121000.0
7.745	120000.0
7.849	120000.0
7.953	120000.0
8.057	120000.0
8.161	119000.0
8.265	119000.0
8.37	119000.0
8.474	118000.0
8.578	118000.0
8.682	118000.0
8.787	118000.0
8.891	117000.0
8.996	117000.0
9.1	117000.0
9.205	117000.0
9.309	116000.0
9.414	116000.0
9.519	116000.0
9.624	116000.0
9.728	115000.0
9.833	115000.0
9.938	115000.0
10.04	115000.0
10.15	114000.0
10.25	114000.0
10.36	114000.0
10.46	114000.0
10.57	114000.0
10.67	113000.0
10.78	113000.0
10.89	113000.0
10.99	113000.0
11.1	113000.0
11.2	112000.0
11.31	112000.0
11.41	112000.0
11.52	112000.0
11.62	112000.0
11.73	111000.0
11.84	111000.0
11.94	111000.0
12.05	111000.0
12.15	111000.0
12.26	110000.0
12.37	110000.0
12.47	110000.0
12.58	110000.0
12.69	110000.0
12.79	110000.0
12.9	109000.0
13.01	109000.0
13.11	109000.0
13.22	109000.0
13.32	109000.0
13.43	109000.0
13.54	108000.0
13.65	108000.0
13.75	108000.0
13.86	108000.0
13.97	108000.0
14.07	108000.0
14.18	107000.0
14.29	107000.0
14.39	107000.0
14.5	107000.0
14.61	107000.0
14.72	107000.0
14.82	107000.0
14.93	106000.0
15.04	106000.0
15.15	106000.0
15.25	106000.0
15.36	106000.0
15.47	106000.0
15.58	105000.0
15.68	105000.0
15.79	105000.0
15.9	105000.0
16.01	105000.0
16.12	105000.0
16.22	105000.0
16.33	104000.0
16.44	104000.0
16.55	104000.0
16.66	104000.0
16.77	104000.0
16.87	104000.0
16.98	103000.0
17.09	103000.0
17.2	103000.0
17.31	103000.0
17.42	103000.0
17.53	103000.0
17.63	103000.0
17.74	103000.0
17.85	102000.0
17.96	102000.0
18.07	102000.0
18.18	102000.0
18.29	102000.0
18.4	102000.0
18.51	102000.0
18.62	102000.0
18.73	101000.0
18.84	101000.0
18.94	101000.0
19.05	101000.0
19.16	101000.0
19.27	101000.0
19.38	101000.0
19.49	101000.0
19.6	101000.0
19.71	100000.0
19.82	100000.0
19.93	100000.0
20.04	100000.0
20.15	99988.0
20.26	100000.0
20.37	99818.0
20.48	99864.0
20.59	99595.0
20.7	99635.0
20.81	99434.0
20.92	99322.0
21.03	99283.0
21.15	99121.0
21.26	99017.0
21.37	99068.0
21.48	98740.0
21.59	98825.0
21.7	98660.0
21.81	98496.0
21.92	98550.0
22.03	98201.0
22.14	98391.0
22.25	98184.0
22.37	98049.0
22.48	98118.0
22.59	97883.0
22.7	97838.0
22.81	97732.0
22.92	97641.0
23.03	97555.0
23.15	97416.0
23.26	97428.0
23.37	97308.0
23.48	97180.0
23.59	97018.0
23.7	96963.0
23.82	96826.0
23.93	96760.0
24.04	96598.0
24.15	96451.0
24.26	96343.0
24.38	96234.0
24.49	96053.0
24.6	96102.0
24.71	95881.0
24.83	95866.0
24.94	95827.0
25.05	95690.0
25.16	95659.0
25.28	95588.0
25.39	95330.0
25.5	95327.0
25.61	95260.0
25.73	95143.0
25.84	95033.0
25.95	95022.0
26.07	94847.0
26.18	94877.0
26.29	94676.0
26.41	94571.0
26.52	94543.0
26.63	94465.0
26.75	94381.0
26.86	94332.0
26.97	94052.0
27.09	94081.0
27.2	94071.0
27.31	93779.0
27.43	93674.0
27.54	93801.0
27.65	93638.0
27.77	93381.0
27.88	93414.0
28.0	93404.0
28.11	93201.0
28.22	93141.0
28.34	93113.0
28.45	92926.0
28.57	92976.0
28.68	92892.0
28.8	92710.0
28.91	92735.0
29.02	92676.0
29.14	92433.0
29.25	92307.0
29.37	92489.0
29.48	92311.0
29.6	92107.0
29.71	92066.0
29.83	92096.0
29.94	91910.0
30.06	91802.0
30.17	91793.0
30.29	91659.0
30.4	91633.0
30.52	91653.0
30.63	91685.0
30.75	91395.0
30.87	91232.0
30.98	91267.0
31.1	91211.0
31.21	91170.0
31.33	91087.0
31.44	91008.0
31.56	90771.0
31.67	90616.0
31.79	90694.0
31.91	90651.0
32.02	90534.0
32.14	90368.0
32.26	90338.0
32.37	90132.0
32.49	89985.0
32.6	90059.0
32.72	89986.0
32.84	89903.0
32.95	89761.0
33.07	89778.0
33.19	89660.0
33.3	89506.0
33.42	89448.0
33.54	89399.0
33.65	89380.0
33.77	89251.0
33.89	89133.0
34.0	89259.0
34.12	89298.0
34.24	89099.0
34.35	89000.0
34.47	89038.0
34.59	89058.0
34.71	88971.0
34.83	88971.0
34.94	88961.0
35.06	88977.0
35.18	88880.0
35.3	88816.0
35.41	88695.0
35.53	88702.0
35.65	88583.0
35.77	88524.0
35.88	88465.0
36.0	88488.0
36.12	88506.0
36.24	88295.0
36.36	88183.0
36.48	88090.0
36.59	88022.0
36.71	87858.0
36.83	87778.0
36.95	87686.0
37.07	87708.0
37.19	87747.0
37.31	87581.0
37.42	87423.0
37.54	87343.0
37.66	87346.0
37.78	87289.0
37.9	87092.0
38.02	86836.0
38.14	86807.0
38.26	86763.0
38.38	86755.0
38.5	86640.0
38.61	86470.0
38.73	86355.0
38.85	86473.0
38.97	86481.0
39.09	86406.0
39.21	86350.0
39.33	86176.0
39.45	86183.0
39.57	86266.0
39.69	86162.0
39.81	86005.0
39.93	85872.0
40.05	85779.0
40.17	85829.0
40.29	85835.0
40.41	85654.0
40.53	85513.0
40.65	85460.0
40.77	85455.0
40.89	85404.0
41.01	85402.0
41.13	85206.0
41.26	85147.0
41.38	85117.0
41.5	85153.0
41.62	85247.0
41.74	85261.0
41.86	85058.0
41.98	84823.0
42.1	84711.0
42.22	84743.0
42.34	84816.0
42.47	84958.0
42.59	84992.0
42.71	84865.0
42.83	84678.0
42.95	84685.0
43.07	84750.0
43.19	84700.0
43.32	84656.0
43.44	84564.0
43.56	84513.0
43.68	84448.0
43.8	84389.0
43.93	84216.0
