Angular Frequency,Storage Modulus,Loss Modulus
0.0004409818801208571,104.17521157353725,820.7201842914246
0.0006129648133679909,168.61635561501942,1115.595067652124
0.0008555048474344625,273.4077533283735,1509.9541971348524
0.0011950608951275224,426.251731461309,2003.499418155828
0.0016669115068568383,661.6447753574389,2644.7305430103042
0.0016993362843539517,706.6535863597447,2779.3809466757257
0.0023239745082369164,1008.8557266580583,3453.822698534219
0.0023620774352519913,1075.8829561845384,3630.3809979663
0.0032412168188882978,1523.1723836825342,4485.33817355973
0.003296712391646665,1612.426405560771,4687.690144066343
0.004542113365244828,2224.332579877254,5699.324253860017
0.0046052013305992075,2382.939946485209,6002.935588275233
0.0063060408857282535,3178.62601770315,7126.391476703388
0.006423491154857931,3417.980492322665,7564.134227312641
0.008775539414405054,4452.739939066204,8803.212855895079
0.008955502218545323,4800.531033289337,9368.889440522513
0.010000000000000004,5293.200000000003,9828.899999999992
0.012259296267359823,6138.704725493874,10733.56501616298
0.012490121690001526,6638.139921326077,11469.827023144255
0.013899999999999997,7227.799999999997,11940.000000000005
0.017110096948689257,8269.615535786,12879.28417078296
0.017503163728845684,8961.863365767722,13767.587077145186
0.0194,9670.300000000005,14283.0
0.023857119714538355,10967.119440125773,15241.662322951413
0.024300508866261485,11899.221557355644,16305.009196752493
0.027100000000000003,12745.999999999989,16811.00000000001
0.03325003376111261,14201.102825551168,17719.326914182388
0.03381679205864361,15355.348261787314,18994.21729124383
0.03779999999999999,16407.999999999996,19456.000000000015
0.04630309741268999,18075.124717495924,20313.27179308842
0.04724154870503982,19623.330213460522,21804.255010478366
0.052700000000000004,20658.999999999996,22221.99999999999
0.06482433637776598,22589.185115960005,22965.853740138344
0.06593424783293327,24552.380029431264,24725.13643505586
0.0735,25703.000000000007,25069.000000000004
0.09040128542477566,27745.271718168682,25597.56486632348
0.09193409298354872,30153.482221039823,27557.143176970985
0.103,31343.999999999993,27788.00000000002
0.1051496056912294,30337.63596582895,26846.522574415438
0.1256798358344442,33528.47679493277,28151.755800725205
0.12812995584028786,36425.638196346226,30276.309029663076
0.143,37575.000000000015,30353.000000000007
0.14615795191080877,36451.565293632484,29464.359740994492
0.17551078828810104,39910.97258509935,30607.55572247879
0.1784303098571648,43273.981721047836,32896.614280292604
0.199,44530.00000000001,33080.999999999985
0.20399023504098496,43141.04041157777,32084.18841549791
0.24474494346707557,46868.906721965664,32925.21068707995
0.24980243380003067,50679.5395482843,35366.13214797813
0.278,52112.00000000002,35381.99999999997
0.2849554314232316,50714.745047941535,34269.86836248955
0.34131997521354335,54304.88204149638,35032.169745808176
0.34836393829255974,58713.211705797425,37631.93725989818
0.388,60121.00000000003,37746.0
0.3974655095128469,58305.37750166246,36260.38053289334
0.47626043053052547,62182.12614502493,36945.328325077964
0.4843108410408758,67225.20940258316,39667.06763367221
0.541,68762.99999999997,39399.999999999985
0.5541384219927787,66498.44110250399,38247.90544141057
0.6614728201812854,70419.1434463173,38641.827906799284
0.6763358411728722,76139.63965119963,41514.46272272121
0.754,77491.99999999996,41147.999999999985
0.7728496018305356,75199.33922405887,39854.05658241175
0.9260619482537995,78995.06312450905,40161.42243547643
0.9431316378164423,85431.53765314612,43160.14223988483
1.05,86568.99999999997,42565.99999999998
1.0830409386196622,83518.86357809781,41269.022962673786
1.292076908754111,87792.61104331225,41495.16727359593
1.3152862840899577,94965.09490457895,44597.11604158298
1.47,95849.99999999996,43865.00000000001
1.5036393613845795,92655.90193508883,42557.52858973852
1.7992060708930961,96784.95329018662,42706.668732364735
1.8352831871022661,104852.1537027813,45866.32639735659
2.05,105000.00000000004,45141.0
2.0924771532554645,102562.6581048473,43803.21679642946
2.509186897887675,106341.80154902207,43849.594636863556
2.5490044265309253,114838.07310304625,47079.61560448879
2.6410090713963426,100010.96605978734,42102.655711835934
2.85,115000.00000000009,46179.00000000003
2.923159038216176,111524.4437644942,44808.92829823425
3.4969863093583964,115286.43906249125,44990.53284413722
3.5686061971432954,124823.99250331095,48275.92874864059
3.671002609240914,109815.96273231551,43188.06884348478
3.98,124999.99999999991,47343.99999999998
4.0798047008196985,120486.22942414101,46214.932892836616
4.89489886934151,124231.07657596024,46224.89282099589
4.979055313157075,134809.91190357602,49576.095454555034
5.123557598508903,118640.45973759085,45065.72570627394
5.55,135000.00000000012,48697.00000000002
5.688593667895509,130443.76904597078,47271.427846712766
