Shear Rate,Stress
0.0015520907649896,7.486367812609487
0.0025393691862478,7.551452536240946
0.0039872545506003,7.54194141365056
0.0063150706067059,7.638128154056039
0.010044694633471,7.703321999799482
0.0160920640139392,7.804363584529982
0.0248833583904981,7.932100701685655
0.0388877163179082,8.121995990994563
0.0628611125330899,8.348212739771068
0.1002994470074535,8.622994982561226
0.1568537696647522,8.9585528119732
0.2508286191663518,9.327594571215446
0.4006206022350358,9.79614404325449
0.6298443180281654,10.280248070610456
0.9862712395469296,10.86502255368198
1.5518646758493315,11.6711011326763
2.4792899962644586,12.697263483665626
3.88977212198509,13.867970096056014
6.264536435589976,15.569414163033708
9.938177073207893,17.665569931051618
15.556935576644149,20.158773959544188
25.27324561938899,23.64252235692227
39.50294728769192,27.73719831320584
62.9585033900072,33.30554714632439
99.67271334363308,40.60957844156795
157.23494527150294,50.53869653028519
248.496355025546,63.28432048170718
391.0930640911084,80.35463842242653
626.5588865031152,105.08893681585302
978.2835017668452,137.04720583402136
