Shear Rate,Stress
0.0015575601906218,10.046245373131873
0.0024847853879122,10.01102327989797
0.0039187925702048,10.160213113061586
0.00624499054685,10.215939006423469
0.00983173877635,10.229176210705903
0.0159103248996651,10.382893482601151
0.0251116241451499,10.48383933021944
0.0398036832059388,10.778077286116035
0.0636670233756541,11.005041790715923
0.102199257331631,11.299621503572888
0.1593961406558057,11.722870361060892
0.2515654224745383,12.212149588265868
0.4069936787308961,12.818508022571097
0.6435626055567053,13.646764861200152
1.0208210834042284,14.30619737018637
1.6069555767414043,15.438681192503472
2.55264155616995,16.785314129674138
4.0334513263133775,18.17841780086519
6.341898709402278,20.20293584560624
10.310647704805575,22.96569329051786
16.17918342132477,26.091246791440508
25.47916654454103,30.16412128443486
40.32434545224811,35.19646808308507
62.612904195295776,41.872533609910754
99.4258637442521,50.13042325524612
155.34265940329232,61.4612618281345
248.04853488394585,76.49618749893348
395.687537305441,96.50737135433992
632.5067567991941,123.693886909938
976.0921038780036,162.52620300679487
