Shear Rate,Stress
0.0015824004528389,23.69396432872309
0.0024934649992774,23.69923981409514
0.0039328559737256,23.96191148956578
0.006283379525457,24.10812064209872
0.0099528007603723,24.411053737776896
0.0159503869002064,24.851718088335847
0.0249685070413796,25.412482549352596
0.0396485783223149,26.006449953054805
0.0626826055880419,26.813653065496727
0.1000616272873328,27.756401762668045
0.1567663415989699,28.79165675850318
0.2505972382402608,29.923632036184888
0.3975973390646773,31.49530939994322
0.6310261996896037,33.238269481925755
1.0009703976686823,34.9314334476391
1.567410574576282,36.90880819492437
2.493519616729708,39.83242251860131
3.932817806776829,42.94972741417333
6.300085810857715,47.19642218033776
9.912629215227074,52.360876181968656
15.666661852977803,58.47634898840592
25.066616654720917,66.74374672271864
39.06302432173302,76.2994548300255
62.18307855788987,88.97414322335254
98.27190079494318,104.94047700549204
157.1587233670122,125.88354193572944
249.3126229267004,152.954815779302
394.5556222334994,186.41211805335212
627.8857554362039,231.44598734931697
978.9025485162892,295.4168950423472
