G0,eta_0,eta_inf,t_eq
1356.1051753213737,5827528.246547195,11.165202565962627,2016.6255235563192
1166.2470939414372,3879265.1526531484,97.1166517951327,1191.3514874309876
1482.024115784666,4258345.646450065,15.729086202193026,2067.6327782328067
956.670859733173,6212243.681794161,93.4644278487174,1277.4561203300434
1245.8201321858508,6233689.138178483,64.95221409235418,1218.0986933019553
1337.4411206254501,3941699.7910257387,70.64260438081874,2180.545513730831
1030.434448722268,5434348.4488026,75.4075128890299,2193.4697767078637
1766.0713602230012,2845439.558164266,15.639371571133204,960.9136371509421
832.0601677532791,6309292.526871952,37.34705024054709,1979.9349645586378
1068.110896149842,6168910.062895066,16.89784198653792,1349.868921017297
1115.8090052808411,3060162.7294492186,56.23055908721761,1558.2051437701855
1542.702873780293,2701087.0622839793,48.623097886670024,1158.0403197909054
975.8358692024159,2972840.7128522666,76.8612223757848,855.2110119902319
1909.472931971476,3735327.4480155366,83.61294021197068,2370.178035896385
1581.1541205960161,2567118.587928719,62.88538327826475,2408.9270741513683
1894.6543415738033,6544773.336546855,39.76887428576739,849.1769376121023
740.5396202473495,2329050.8782445276,13.860523034140314,2097.8738240824828
1435.3056092249935,5473633.888891432,94.2244573286954,1171.827011210819
1015.4452828435171,3977811.5815409385,95.12130165223768,1592.009342300511
505.66381938342573,3373111.219833724,26.494076739024404,879.5113463001277
920.0415774548969,4880100.269264165,83.1253859808813,1872.344710279696
1470.2453992533347,4033835.6413376774,26.806089961286027,1091.0830649934942
1253.2880907369365,3425984.6421821737,21.57130136418217,1996.290447301432
1274.3890049555177,2202259.801337346,35.25381449356454,1228.973534050336
1255.1553191819535,2256799.087914852,34.309542152845175,1157.3775746469557
1298.9522040082184,6006319.190181077,76.70618950327474,1878.3885188712463
1092.1123768227744,4145014.330383974,38.23165707104638,2153.874629442123
1261.1111532370246,3403802.963043761,53.796252356995666,866.8358312503966
1204.8927004233494,3113106.150412821,39.81765225367695,759.9550063202702
1221.2962542378439,5235812.653341424,72.53150566176876,2108.2567882820017
1412.9225855219847,4548015.562011292,63.017337444972306,1351.6312649173917
1356.3366659153305,3307683.0789393494,46.00487697004027,1802.5256583907715
923.5442813894364,4809369.034845454,88.28031848744273,832.794725335737
1447.2623785963353,3751526.851281988,55.92689263951103,784.0001107252914
1089.4519032280214,3694628.675166117,49.98446685432684,2306.0748570114984
1338.7161280520047,2905701.557438376,52.502621950586494,1081.0171795132983
684.7465310511199,6561741.572336865,73.94501078043297,1885.007827803293
1732.4158088298407,1824266.1037459117,82.81622291467214,1062.9184541391812
748.6472615369678,6633231.94973747,28.453474289880145,1336.8073335819834
1771.1115167772684,5711227.643383126,81.39825825622967,1631.7750026779836
1554.7582494296503,5336905.100150448,81.49988420986574,1889.9905418086569
936.2293456765667,2818489.9418284884,28.134271718666792,1399.3333692009078
1706.8726801221123,1715785.6793240816,89.39974449987362,2356.76357634267
672.1231882736361,6714476.721390614,14.700861778412197,706.5041084385356
1814.5802635476439,4727861.011243487,83.5273506429763,1585.2085731658249
835.9480811700632,2455521.331217153,25.471406371404782,2069.026533417785
1579.1853839443388,5375697.599022,73.35463604456045,1041.9033759626125
526.8304453928923,2831199.8082878157,41.51969507386221,2179.168149576998
553.7860221882653,2183458.9344791924,27.89718357991417,1275.9957903901777
966.4362130006602,5742141.069927313,62.671232815329105,1671.0512245733491
1618.3795254895615,2674249.698150875,68.88517998222405,1208.3893236592642
930.984313763951,5362237.821674625,36.658101269874585,1927.4247011093412
1679.2169767523778,4901842.390393063,48.962947667021496,2413.291451236473
832.6772155329375,2078181.2652776684,61.36853088344967,2303.2078522162583
1289.719912739362,1744022.585192541,38.247722484691565,2025.3654707470587
1313.2058185052788,6467680.785610226,69.46301751428469,1695.0592503284292
1418.075165031741,6718235.083310434,14.92549329980144,1823.189304129708
1630.9896600148052,1803141.2785930552,43.85871939335387,1043.2051560578225
1514.923949838355,1848880.2382404478,66.76910223350934,1260.8774494837164
1618.9210609142228,2784395.747900651,84.43982731633,2050.5964488327327
1154.4527953476872,1867559.3788971,61.64027978673553,1535.2387037750746
1759.2634982422296,3702616.3700357224,50.13276678574169,1499.4073099408179
838.1287005128589,5820403.344193048,69.74433980189852,1564.551017474109
1186.534341994514,2478116.2885325537,26.153959277433056,1637.1226142072005
835.6381101427972,5716305.456370201,57.446977133469524,863.3390562748738
1290.5574404839435,2587153.0569578586,72.11027982115495,1982.32116548012
1222.7057915511014,6040994.813951344,37.130595607532584,1078.9503831737666
1530.0766674585534,2418318.0080299904,57.66336014937025,1541.1561897808497
1297.0632287149294,3045119.9665017384,14.09932839166067,1139.2152721720447
1225.4709198073374,5336054.521532645,96.37166099149768,1944.7414546549057
1579.425882713448,4982583.634919636,96.67669107867957,1918.0853624532472
1095.6777435589704,2286694.1355353342,65.23804920696197,1880.7068251880796
953.5308718220335,4270736.850788816,93.17441789144561,2398.389351399067
1778.5425292927423,5726013.808089112,35.609727314630504,824.1341586439131
1690.3198070018418,2384862.9123941544,62.4463172292937,1242.0890701622357
1629.3140175434874,3259791.7140081194,79.11639529266495,931.042082426316
1204.0409911835075,6446332.623309782,53.024501220166194,1892.6816245124517
1367.1517298109168,1947412.6799196545,46.51533456555363,1123.7771917839439
849.307863944786,2155578.6798427426,58.726525191307275,2046.9890591239466
1685.7398986495389,4260731.40660995,51.39593513710555,643.5108449202415
1217.8802470137448,5850740.911820861,77.29107502283242,710.2521787903739
1553.4716504967264,6330783.574507507,28.93496789175686,651.0879871118763
1550.4455236133813,3977581.7252160152,83.6852366425303,1815.6836772478662
900.6309505552612,6561757.789306565,67.40004297952468,1139.5592832104085
1568.6473053947643,1869645.8369125759,39.85562775016476,1989.5456278257732
1311.7339354555909,1825884.1072219342,38.0049727634389,2088.9017408636473
1367.0868393802348,6665903.955116504,56.701248732023174,903.6869248104704
1142.2581602464388,6614990.717539586,63.465488231770074,862.7849279572071
867.7720272051961,1693710.1577623063,46.840100796405714,1555.629289176375
779.7743190872573,1692140.6468164397,39.92299618894749,1413.761769765675
1773.389219172944,6710168.456188897,82.30946595706915,1542.8094426467198
912.5068378377645,1690417.6097365767,17.940628731604395,1371.9698652341337
1087.2719263123097,1686809.840217209,18.661031644531985,762.8901782172363
892.000757252757,6743890.681393793,71.84290471189608,2105.5906352675584
999.6744626137632,6741738.020352667,25.76363888580075,828.2500728992338
1595.968401780126,2797925.46404817,86.18597587587327,2101.612274353907
841.3215220035462,5702577.041695837,68.8743440051802,1040.179435254458
1596.3608944462044,4845131.0005116975,76.95690836943815,1168.0055914137108
750.271318504665,2741656.2562859757,32.65509156531028,1645.0534150209587
1715.9734632988702,2995561.3257786026,74.31475047805097,1838.1214929592684
1127.6714215158304,4147846.22864832,47.01897842966853,784.4791574010361
1234.1683008599953,6607441.587327646,92.01679855465805,1547.4179227620746
1342.7890828881805,1709361.9364142758,89.25801536181007,1925.2821284582228
1082.9450449988647,3485857.6358989934,32.72995286343161,803.7035735118724
1344.6775137810077,4754399.691258847,65.70758532556022,662.1099416451564
1378.2543597818105,2329580.7406590804,76.05144504499656,1164.4443562946435
1348.0423312942305,1848600.813822283,34.339657363415434,1009.8026984025955
1483.4397536573565,6150689.446596755,74.74499033150862,2125.617305359611
926.9461261527471,3226686.9123065006,27.6226696597502,626.2705976402359
1266.5551012602095,4995405.163892134,78.49169844107833,2216.166396182005
1785.7257347841191,5501813.728415992,34.61608038511956,992.9836497085032
628.9212918266936,3633754.224864387,34.44355449262856,2105.9388809992774
1867.4287221176046,4265821.045397491,79.59460856385489,812.7651772291587
528.6512335253477,5292316.2680369485,15.35780418598117,2253.8395361874113
1669.515692974417,5886482.185286796,94.55854114038891,841.912527812839
1808.7671485793294,2447782.893264215,94.92042829370857,1378.2771478777217
1263.893703814082,2178171.601219849,68.74092025037758,1777.2660870664404
1266.8050603312852,2115207.124844569,52.641450292533506,2236.5432933835996
1462.0946134601704,1824360.3668446483,34.15556531233918,795.2213671452358
1536.62767351635,1781394.1076475454,67.04078661143001,1209.6015000093648
832.3451887488145,6649044.882591069,42.66999521424906,2215.7493157141175
1160.2394038937346,5601967.51096464,64.27198706112073,2016.9877857943327
1094.8119853688172,5516147.752837028,92.11856812482647,831.8274785927873
668.935919677745,6639093.111173615,12.37798372144507,1193.418325231698
1712.2213736061667,3973781.5087027876,14.44692046264396,1457.7291723795017
747.6629331027425,3514719.625473253,97.64775124741129,1489.2136409730879
594.5630611367152,2123671.268225463,99.53543853068442,1675.84879935817
551.1095571059101,2675556.0372629086,98.18223543287785,1166.314508339604
1454.2532283161074,4802247.924659601,10.172989416613055,2432.23980878113
1085.09694528212,6397465.400865858,16.04209140839586,793.6351427607393
511.5897216957056,2482911.1483737715,75.9694736124667,1742.630155999849
1733.224345474804,6096727.861929127,50.02742635304032,1428.5199613866316
1753.6998707880339,6267794.963077622,50.42763591914149,1529.5273488375667
1458.2581040377324,2594127.6727937446,61.96155003852706,1622.4424522589557
1272.316459116705,5387032.544800748,38.04734237116185,1709.279595198218
1929.4660655204614,2030843.2549506258,71.54672632222417,1379.56246699161
495.0066581868574,6109133.9902229,49.72667636070139,1896.0476827480136
589.656134981325,6604119.178278292,62.634915024403,1077.2117775750382
627.6789808297192,6631916.567168309,61.4631064973103,888.0336871878543
1702.4822216220823,1919293.8614394607,25.38245189808114,1061.1476390531575
1370.26385660916,6290974.363021029,91.264408753139,1583.559539083498
826.0584853889055,6055180.090374447,44.95701972869004,2233.777537789365
921.2082788314723,1993267.0147893091,69.9879631225014,1272.1967656344748
1703.8166220204657,2043641.6437498373,43.94447574556544,1603.6533440150233
1091.3680170792284,6650832.189487536,58.129545727651085,1688.6816097763322
1202.4908280577495,1825017.5383673708,16.571615436291246,1764.8573672296297
1427.9652381015255,6482292.197302106,96.13295606841007,2272.30870178902
1207.5429050040213,5765731.8252724875,11.01158062924393,636.8789095527617
828.7415345908717,6105187.335735616,21.435172070293426,2161.8027840316217
1363.0813462816675,4817946.118062939,45.38740456508243,1810.0134949066808
1201.4730691182074,3022363.5922082467,15.207471648804601,1132.4780281685014
1616.2052469540379,5441340.857635187,54.504820901192694,718.857592253506
972.0817702167246,3860018.221158796,57.8241326865178,2234.308681588959
1536.1980420481382,4943840.739790618,93.07201726010908,1662.20115665076
1203.9984427445283,2087545.6644077357,32.01082224827956,1537.9619422883322
1457.020929992166,2905035.0721506467,30.26800390969279,1490.20620900339
1272.2406651619053,4821007.349045478,98.49741572056048,2280.215795764258
1113.5096843322751,4226109.678173552,99.73976909205635,2362.592568042633
1358.6715666740492,3724525.1688607316,10.332279192678921,687.1540543109105
1390.4069758141802,3935920.615516938,59.36615062808074,956.3415098969851
856.555480001982,4706415.386499403,50.599777162558844,942.9269013396565
942.7028443501192,4967062.598254725,56.5037064067275,2052.912253398513
1366.6257010495801,5579000.957795285,54.99672031583587,1949.8840642567084
1096.1344657796133,5040176.802720671,46.58089040347145,1718.9191124247657
1606.44860853343,3821738.0912514124,63.47084420720781,1968.8257695385732
1216.8168699332687,5260633.531160283,58.827318928186784,1624.6482893931702
1410.7321553740867,2984560.183417095,42.082756733044114,1318.7316605500603
694.6205444967562,4982096.389132326,80.61137787707493,801.4240481093939
1539.2019692968306,3652248.233005895,11.598046542320763,2060.359505103966
1011.5806582883494,4235455.009542454,79.36189716569125,1409.0394417886866
572.5281437692641,2445911.3955176165,11.700415673255469,2142.3772307744
1110.0963205961111,5783757.679401282,61.8480958773723,802.8404464019048
1415.262885921288,2865687.972587059,74.77589040466354,2311.3671319494447
1246.8788419566124,4226403.144299568,69.9662164633252,2361.752577363171
761.0021013768791,4577270.706043795,64.92415670919596,2447.916372904821
1222.0049392503918,3773712.9434651765,87.72127568838425,674.3533739752113
1349.5031500771006,4906681.170902782,37.39782135338055,677.9900961466062
795.5041514146864,3463741.444813681,76.27874040513547,2357.1541395006393
1519.6042013475962,5879174.188810769,39.33754367883273,798.2783938013907
1057.2023491234736,2514690.5792706944,61.51648690504371,2373.5079763299987
1160.0958291486438,5463678.472698239,44.86022048505252,1536.7765361116437
1514.7973703165128,2669435.47303872,64.88600874921305,1509.9141402210128
739.5800473797407,5815496.733253084,88.71424778992173,1385.3472136816952
1748.7214689325417,1839406.580626563,19.772717238637338,1581.9068297401582
789.7823923371657,3444339.406002303,58.0643869616141,1444.576933646786
1725.7792372389167,3924792.7416513334,33.60130254512044,1870.1873471761523
1032.345803663946,5531170.648416457,68.73186841194048,1578.5478350216001
1386.4691677743344,2252131.929206876,94.44619631994404,1092.472234292951
923.2903485053633,4068214.1344313384,87.33435533154908,2047.7755554545095
1671.7225414720224,3166985.0262554083,19.085906753029832,1089.9648762847307
778.8662711017428,4539390.524639736,81.51349509050917,1914.5194262249008
1719.7037775627114,4005585.118512042,32.47913660237337,1188.231194139449
1905.4307535585065,5490164.866472673,76.19292313588618,2240.4250691393045
1486.742179210838,4810697.561030871,57.70552505279525,1755.1712336540966
609.1232878208662,2987019.6676597665,60.22047079536417,1291.5884384668332
734.3837029188358,4583357.425086771,67.59009145788455,2097.8712961537694
534.1401305186365,3101789.1928212666,63.08045051424455,1720.033311468105
1593.0776097641206,3429522.018092031,30.509499851968503,1464.4610150514964
1467.75315121809,1925926.3401917482,52.68542177959871,1611.9718978094809
1084.5884514080647,6363503.1346258,45.89147704777826,1560.229460224192
1901.5340258553726,5842369.456626385,63.637655058782535,1590.3568668615692
513.3672621378004,1711075.8106999162,55.50497346434878,1297.4226731286203
1256.3519445297638,1828919.0420911743,44.676386041693995,2035.613185788298
908.6400605354343,5015554.368486952,96.12786788951175,922.7594313294481
1733.5347723293894,3768950.9938661014,12.870175078319676,2239.6122691673895
1315.2296471795019,3353230.056441178,14.439360460657811,2355.0296076621685
1605.5182451822513,4628866.237599002,98.34564712187903,977.8732455964333
1415.4035331212556,3335741.106820454,99.74135407830484,1798.391389551612
1155.5072977724228,3436593.605174697,97.51859951259001,1346.0421437533926
864.8107882871032,4663162.760788315,31.823682636070256,1669.4242623511361
576.9237206958043,6508441.817934973,68.46003784879531,2271.404457185349
597.3533257080657,5315396.100958997,90.54092327427594,2293.156779975172
631.4270608803838,5584944.697428621,89.29417935418279,2310.973445557521
545.0108473017749,6056727.577292638,76.58292616457884,2206.835158402954
1886.6383007905044,2290962.9619638403,38.05219155065772,868.642360429343
552.9171603804326,5785690.7430270985,77.69823649213943,706.6825836074813
1864.8908637220547,2394318.39484665,38.40512749731005,2355.936840547732
616.3678404104313,5819460.978280218,67.24381212455303,1111.8841162150293
1721.825900474626,2345394.0386020034,41.251774369136484,2339.584285186622
744.6058773777996,5667820.621545949,74.8100386574199,707.9406862335409
1479.6538357195261,3043918.5452971975,15.187897435578458,668.1807702623053
1180.2458639876538,3406481.191649288,88.80626850605097,2319.934698132252
956.6283656674352,4342108.68525541,33.402560310837664,775.802706207616
1128.3187395305847,2956603.6880383804,81.99643517015768,916.9568224417856
1545.7077563421599,2120168.7499199407,78.9100743048186,800.1899442607993
1004.6881933483086,5984987.057402372,30.253657012994726,1984.2188740552308
1488.0598063292662,2092666.3882950826,46.06629140380879,1039.6547418116277
1795.3311188360624,6246446.576640485,73.41664663790817,1983.4545443625666
1611.0952167370287,6258221.279583635,18.44624235287129,1118.8963615122668
817.070644788248,2081532.1269854556,91.26888144990156,2010.214395867568
1115.2067867668313,5370133.388608268,38.13384913015384,1776.0457713612057
1028.135135573632,3345179.2461986104,51.43959177389333,2262.6184179668844
1478.1362795796094,4699966.913639046,46.33387235204746,851.6114891028116
572.5996575616238,4944931.5511370385,53.74180003684914,1567.7873619366246
1757.287862510216,3229979.937626946,39.36962863986061,1637.993858947688
897.5263994272534,3753623.6693454706,33.766301165981474,1965.3281047762025
1786.1915856855924,5292301.0938124545,78.70242306509452,1839.2809211365636
1348.4913839346311,4744052.601858797,63.164296243936334,2007.0098975430506
1355.7552867615746,2410390.116717191,55.21941064284148,914.0038802915441
1163.8150143480332,5701057.90234614,72.97523394360985,2154.487307746109
1422.5486979400134,2058899.0280412189,22.179151303188696,1451.7162235451328
1112.1305655112546,5129150.994552927,86.72634772837017,1097.832186509193
1132.366728587969,4321210.5516047105,50.59175578527757,1173.639250937959
1037.3870076101055,4561523.578878168,69.52422788736104,2163.965516657734
1014.5453530648729,3943156.03144131,99.31807053019108,1950.8500092170807
784.9333034732026,1887200.988329424,99.37370306407001,1714.692598140672
1745.7382550825919,6570704.1207686765,27.36263873374621,1274.8351003741006
1716.940263112367,4992248.064482124,17.94865882598339,815.8116616090055
1490.9269332587141,6203386.665454962,72.67505466684212,2273.6693870771965
1923.431028565946,4850718.271679291,15.634469996868239,859.902188137274
823.1621032161476,3772220.000478219,94.53690060932959,2206.0024995871627
1513.9268756130111,2752799.4698369466,75.95069767968137,1164.2933874989885
563.7992054852597,5234543.041242723,63.14837113339842,1576.4462485134022
1888.4307687527648,2608589.603090945,44.91501290568099,1428.473185859408
1726.1700506558439,4294591.797430762,60.129805936456684,1273.641947063916
507.76765725362037,4104287.6758912527,55.50912771834885,1514.4911145125423
1320.2103373136786,3121248.3730759835,49.06657361933598,1969.500805880232
1590.0775301762733,6147325.164218362,12.536127766291417,1130.3296603895274
915.9588445504778,1892953.7813547717,28.174277302488342,1572.5415550603261
1929.616785503826,5584486.653142964,47.13677967325852,2279.825566601911
1909.578173169602,2304607.212587957,30.328266635165768,981.8472311124759
522.4272252614063,5723773.190047805,78.61282034008737,2079.1318519979877
510.55475534615243,6207366.791849329,54.095513714286234,1887.3318583265848
675.3275086316141,2237229.6847812226,64.0497051776665,1010.8179540821377
566.9782722896695,1921804.572075326,31.103343835046136,1961.544783334794
1598.3882571139102,6563320.936005997,66.23310178714951,1154.7382512812994
1728.556742677877,4084238.343798944,33.15085779036157,1979.6421089692515
1660.970993032953,5599540.757756326,27.047172843502203,1836.0674969204056
1392.9908616770288,4671856.952238626,43.62442633919968,1911.5760053731617
1159.304398599372,3081605.5471480987,17.659441833076407,1202.7010879213533
1487.5787486834115,3537984.5965320333,66.18008638333542,1932.3379770556755
946.1518749099087,4146426.467112726,37.62689793730023,1064.8140900992491
1559.5820771596343,3964349.0571797024,67.02470939168055,1908.4627519781366
877.1621085078535,6664223.648951231,29.953976336268585,2446.51236067257
1717.14809040807,3298421.850779603,11.560597482099885,616.6580110565455
532.2918118784116,5629870.261267759,96.3987922795752,751.419397647403
739.596397969393,3304697.2864595917,10.985649059439503,2259.436242220085
710.3082521195261,3949143.169663093,12.923279687097242,1764.9821434026933
1491.1396032415378,1696745.521471947,37.66033239825937,1327.7792765062218
1917.6576181419757,1986307.940543629,72.58429793532314,2033.8322149890334
1767.0731466174777,6454614.469668549,50.728389346088825,1797.2267273651942
793.78350191802,2575365.993066854,75.23504964705316,1719.4022615046829
1583.2963213090936,5645267.000207984,33.12711633956941,1230.6132907984268
1827.6265397965042,6159992.905630228,74.27596151100256,1299.37652005581
1892.8366280449086,5978899.266316379,71.48446435651357,1126.3066777269996
1385.7200572725887,5244567.055791963,45.1433054039217,1645.3989852026825
795.1037955311836,5315816.996152334,52.40364765880819,2029.828903856911
1662.0553696380807,2543928.6195174926,62.58243466364736,679.0001219270944
821.5736543426027,3176036.35418624,45.14838610546164,1965.032835120548
1901.080603492228,5513432.423150864,73.36406289195975,1232.7614051709227
676.3315291098717,4329515.248315513,29.879346489951942,1893.8697479515683
1794.0310735549972,4119760.733316564,84.39499249703762,1028.7020283143606
1561.8448879426633,2222821.214633971,96.10241387885948,1470.8654453696577
701.7278889720108,6013365.357167131,45.968692183457556,1735.4390396504648
607.2834386919507,6479180.548528171,26.832724361394643,1656.7334550832427
1858.6426264919382,1867163.134631599,69.98341696656452,1416.1227439385796
1013.6230179875754,5836317.554757331,16.806783296271405,842.4689214342167
730.0091050382009,5890134.764388988,25.20633776920902,687.8429321253248
1801.9718881285035,2197398.0491727903,72.11099824815008,2416.9797356592962
1920.5250557338372,4182638.683890462,27.783349840809475,1275.0867139554184
1903.4434995628467,5313888.503980265,84.12711393107257,1683.8915398744666
1143.6760518107696,3111548.11308089,82.67354608904644,1584.605630540084
966.3678631515587,3226968.7096847934,73.19303463032645,1139.8911820866465
796.8447711637243,2356495.7076682313,30.965115233516926,2232.9809155369176
923.3084259335961,2423806.2418645346,92.07398192931976,1477.0133816946966
544.4951252223519,3594822.56760003,61.159398560134534,1083.0400684235242
1903.5255752992678,6680412.581454478,50.40967456940966,2146.470226170922
938.5050665954939,3546631.1978659453,48.00843887135903,1082.1680778494801
1392.5677675052696,2001830.1627597145,46.0285063024952,1137.0768970633856
1910.550213338929,3590464.5893573626,58.808781114199235,1825.0997197368806
990.7933805872981,4045598.8922266806,34.05034858782364,1974.0995390960838
1210.854240739186,4410416.457090733,76.68568510370244,1076.4296767594697
1266.7620749600642,3714824.340035591,33.964212346760895,1998.4752875892243
1587.9537963823993,2498407.085039403,56.91525540734465,735.8312654768089
915.2073284291175,5831082.179622253,55.25842528858977,2283.2755705553377
738.4576275936727,2403934.0188996783,90.12618646065562,723.8288391526207
1778.0290474703972,2998304.750971914,78.14390412977247,1102.2308909034778
1505.3646204311187,4099806.680223729,36.193189997054546,1363.4761361443436
1387.0946721706894,4291260.615213061,33.77836109001769,1366.0924469156025
1130.8564414975053,5966046.213274069,44.38114567414034,1484.6013508458875
633.1380514696647,3274033.6429938977,54.87287380851603,1183.807122456741
948.9087824280723,4461642.144208131,94.48587786306895,764.799640793121
1483.3523806490723,3810370.3802213245,45.189459075840524,2325.239939130749
1137.666161140136,2017464.5808416961,38.79730595754217,663.6528386239366
1130.6722655572164,2355031.251968765,10.105854772410723,971.5614128316522
873.4284584119551,2142442.782185482,10.078398892640239,793.4577444103514
1647.461790375932,2572331.3834136794,94.73636892305355,2198.3776025688803
1672.0342738090708,6022496.566022669,97.64757690471886,1203.9639542445864
1122.1073072506429,5874758.50582595,62.755965378648185,1753.8284581696867
1776.9550720395903,3889085.81810397,19.170654460309045,1212.8300123918186
774.160548855367,5359636.881331012,91.52182991426528,1500.863494154449
1748.3791311988423,3730167.812318388,35.641740895162485,798.263098164549
590.505216025771,5103836.512173454,69.8741180661673,1266.774705636784
614.8969296813057,5290320.25310587,68.14001679296773,1496.3798244538164
1920.088586017934,1978662.8605876197,54.583661941075015,1534.5542716238242
1354.3235411577064,6618678.747463581,27.496816300636198,2425.0814757416942
1692.3944826092543,2489057.452156112,68.6749550074444,1985.7154152971218
992.0003979830263,5019651.675634962,32.03997156230418,845.9085090192682
1414.0762428902465,3262805.612090601,97.25718259894248,2247.403888792683
1307.0954098887032,4611992.596061601,12.96601778668187,942.0610146496973
1241.201604037796,6253574.900740105,92.20104831480204,2264.799956709788
1632.5478162422328,4306072.5046817595,99.5352328763294,1627.6928968685152
898.4647769474664,1973769.9977801982,13.027440561588127,1272.1572395547178
1336.5842290939709,2872175.0866142474,96.36584303625197,1806.150413098508
1064.80893432423,1953557.2330090357,71.88264495403266,2408.7461723907027
1743.0571666285919,5210868.717905987,89.01694788011012,651.1273767667511
1740.8970807717542,4914108.61305442,84.57020974655369,637.9327732041816
1668.0015881958293,5260096.139613198,69.9724193446204,716.2268982856137
1079.6612130318883,3614469.234458022,43.253326513845984,2413.219318295396
1762.9503202721155,4525894.621381332,63.64507052963794,1294.6647434877334
649.0168845815408,6279756.369682945,36.732646126746936,1103.0087065157506
1649.8848170743968,6483026.387538438,96.1964713514259,785.8489225897654
1030.8180112499463,1817365.155306057,14.416675231756553,2207.1195305221663
1558.096557086372,6558031.046907102,95.87855004752845,879.0467056647486
1269.1669353286238,5960101.551110127,92.72044049078205,1410.0278709120157
1598.2756793988335,1787522.8360097199,28.324651806599793,863.934842111325
895.0745403779082,6476801.47755192,88.50236864973297,1934.6954050804673
1678.8459504227828,1851235.8914673983,19.440420738641834,980.0474022952587
1053.7950015838626,5830110.59575353,31.77266192006161,751.6050033881153
1332.0823651334738,2426755.8992911577,71.84349298576615,1350.5170548588694
