Time	Creep Compliance
0.2011	1.49e-05
0.3012	1.73e-05
0.4013	1.92e-05
0.5024	2.1e-05
0.602	2.26e-05
0.7031	2.38e-05
0.8032	2.55e-05
0.9042	2.64e-05
1.005	2.79e-05
1.106	2.9e-05
1.207	3.03e-05
1.308	3.1e-05
1.41	3.25e-05
1.511	3.34e-05
1.613	3.46e-05
1.714	3.53e-05
1.816	3.67e-05
1.918	3.76e-05
2.02	3.85e-05
2.122	3.92e-05
2.224	4.05e-05
2.326	4.11e-05
2.428	4.2e-05
2.531	4.27e-05
2.633	4.39e-05
2.736	4.46e-05
2.839	4.58e-05
2.942	4.65e-05
3.045	4.78e-05
3.148	4.85e-05
3.251	4.94e-05
3.354	4.98e-05
3.458	5.09e-05
3.561	5.15e-05
3.665	5.24e-05
3.768	5.29e-05
3.872	5.42e-05
3.976	5.49e-05
4.08	5.59e-05
4.184	5.63e-05
4.288	5.7e-05
4.393	5.78e-05
4.497	5.87e-05
4.601	5.99e-05
4.706	6.02e-05
4.811	6.11e-05
4.916	6.15e-05
5.021	6.28e-05
5.126	6.34e-05
5.231	6.43e-05
5.336	6.49e-05
5.441	6.56e-05
5.547	6.67e-05
5.652	6.69e-05
5.758	6.79e-05
5.864	6.86e-05
5.97	6.94e-05
6.076	7.04e-05
6.182	7.06e-05
6.288	7.19e-05
6.394	7.21e-05
6.501	7.28e-05
6.607	7.37e-05
6.714	7.42e-05
6.821	7.52e-05
6.928	7.58e-05
7.035	7.66e-05
7.142	7.74e-05
7.249	7.79e-05
7.356	7.91e-05
7.464	7.93e-05
7.571	8.01e-05
7.679	8.1e-05
7.786	8.13e-05
7.894	8.24e-05
8.002	8.31e-05
8.11	8.35e-05
8.218	8.44e-05
8.327	8.5e-05
8.435	8.57e-05
8.543	8.65e-05
8.652	8.73e-05
8.761	8.76e-05
8.87	8.88e-05
8.979	8.93e-05
9.088	8.97e-05
9.197	9.08e-05
9.306	9.1e-05
9.415	9.19e-05
9.525	9.27e-05
9.634	9.35e-05
9.744	9.38e-05
9.854	9.49e-05
9.964	9.54e-05
10.07	9.61e-05
10.18	9.68e-05
10.29	9.77e-05
10.4	9.79e-05
10.52	9.89e-05
10.63	9.95e-05
10.74	0.0001000942926
10.85	0.0001007015744
10.96	0.00010146134
11.07	0.0001024503276
11.18	0.0001026937738
11.29	0.0001036784743
11.4	0.0001044107141
11.51	0.0001047669478
11.63	0.0001055012811
11.74	0.0001061393612
11.85	0.0001067218887
11.96	0.0001073312089
12.07	0.0001077174996
12.19	0.0001088845287
12.3	0.0001093536529
12.41	0.0001097683771
12.52	0.0001108522279
12.64	0.000111442997
12.75	0.0001116556418
12.86	0.0001124855261
12.97	0.0001131335075
13.09	0.0001138746548
13.2	0.0001145480557
13.31	0.0001151806026
13.43	0.000115705731
13.54	0.000116535134
13.65	0.000117267615
13.77	0.0001174400441
13.88	0.0001180146707
14.0	0.0001192647184
14.11	0.0001199807113
14.22	0.0001203046054
14.34	0.0001205396367
14.45	0.0001214377346
14.57	0.0001227807481
14.68	0.0001235945286
14.8	0.0001240037755
14.91	0.000124067233
15.03	0.0001250815569
15.14	0.0001262119697
15.26	0.0001270668897
15.37	0.0001272389065
15.49	0.0001275759233
15.6	0.0001284454244
15.72	0.0001293718994
15.83	0.0001302805215
15.95	0.0001308879887
16.07	0.0001315502882
16.18	0.0001320626972
16.3	0.0001324578588
16.41	0.000133116167
16.53	0.0001338634122
16.65	0.0001348611178
16.76	0.0001353785275
16.88	0.0001358444503
17.0	0.0001364934284
17.12	0.0001373701901
17.23	0.000138007768
17.35	0.0001388706681
17.47	0.0001394945398
17.59	0.0001398693658
17.7	0.0001401951769
17.82	0.0001411237599
17.94	0.0001413673989
18.06	0.00014204951
18.17	0.0001429359305
18.29	0.0001436072124
18.41	0.000144143066
18.53	0.0001448111991
18.65	0.0001453862756
18.77	0.0001458989203
18.89	0.0001466139862
19.01	0.000147249873
19.12	0.0001477926538
19.24	0.0001485881555
19.36	0.0001491358318
19.48	0.0001497292717
19.6	0.0001503641487
19.72	0.0001506577819
19.84	0.0001513084255
19.96	0.000151813955
20.08	0.0001522926103
20.2	0.0001531604019
20.32	0.0001537156654
20.44	0.000154427826
20.56	0.0001550531377
20.68	0.0001555981672
20.8	0.0001562790715
20.93	0.000156840499
21.05	0.0001577786831
21.17	0.0001584179371
21.29	0.0001590556038
21.41	0.0001593556015
21.53	0.0001600825201
21.65	0.0001606856883
21.78	0.0001613286111
21.9	0.0001618142221
22.02	0.0001620235972
22.14	0.0001629008694
22.26	0.0001635816194
22.39	0.000164358362
22.51	0.0001645049571
22.63	0.0001654654256
22.75	0.0001662548565
22.88	0.0001669045739
23.0	0.0001671886177
23.12	0.0001682087241
23.25	0.000168483743
23.37	0.0001689279866
23.49	0.0001694910784
23.62	0.0001703376692
23.74	0.0001706859178
23.86	0.0001713541847
23.99	0.0001719847379
24.11	0.0001724007804
24.24	0.0001730789246
24.36	0.0001737688954
24.49	0.0001741637145
24.61	0.0001747692482
24.73	0.0001752501758
24.86	0.0001754987463
24.98	0.0001764790442
25.11	0.0001763680783
25.23	0.0001772959653
25.36	0.0001775007372
25.49	0.0001779848367
25.61	0.0001787390017
25.74	0.0001790719943
25.86	0.0001800490507
25.99	0.0001804190992
26.11	0.0001813243883
26.24	0.0001819127556
26.37	0.0001828258664
26.49	0.0001830067025
26.62	0.0001840902802
