Angular Frequency,Storage Modulus,Loss Modulus
0.00192469357290687,149.745089113302,4574.67724142073
0.00231269885565049,174.462356832658,5264.59109046165
0.00251161068740491,183.169585759633,5579.81882337115
0.0028250652263127,202.332917180014,6676.31732408006
0.00339456187217762,342.789834289135,7721.57808860104
0.00368649741289434,429.612137901308,8234.03474687665
0.00400107329168797,383.614275068071,8891.09430952318
0.00414655983347055,540.398800357184,9769.24153349216
0.00498250831156475,745.098116019441,11302.1585868815
0.00541104090264631,834.146865316413,12080.8525213452
0.00587078465279012,874.940434649761,12906.3638303811
0.00608645848560338,1161.81995996776,14219.0494409688
0.00731334426098247,1561.31300465751,16503.4693623386
0.00794219002633956,1769.57227252824,17629.2295914174
0.00861811563236878,2167.69921935317,18793.0806714785
0.00893365768800451,2476.96162354251,20726.5255870803
0.01073452670627,3310.8113646923,23909.4736707346
0.0116578107687957,3818.03574652423,25555.211148117
0.0126518952452422,4456.45394109713,27250.2617516529
0.0131127448428571,5184.39636059313,29889.2589271301
0.0157558688758606,6893.32338421571,34221.9575636477
0.0171112463916904,7908.50336151221,36521.8287262685
0.0185690138530451,8987.78149649764,38598.2325074254
0.0192469357290687,10574.6487374311,42163.9144538277
0.0231269885565049,13890.3970523344,47803.3112171221
0.0251157382243078,15709.4778265457,50516.7336010114
0.0272552676545502,17969.6674328139,53251.6473382191
0.028250652263127,20668.5505391777,57396.189347371
0.0339456187217762,26294.4425196753,63803.6652842926
0.0344856273096298,25855.5183738669,63446.51382016
0.0368649741289434,29450.7588906895,66782.8539481978
0.0400052818633488,32724.2893800544,69674.7128167871
0.0414655983347055,37181.6280294611,74044.839257365
0.0498250831156475,45635.4085649997,79918.9908540153
0.0506249008905365,44937.1230775229,79152.8706932509
0.0541104090264631,50024.6844104109,82523.6785378513
0.058718748634963,54832.6400601896,84775.2076280012
0.0608645848560338,60468.8668862078,88771.3933484349
0.0731334426098247,71154.4832714637,92823.392300463
0.0742820412249425,70607.3337273588,92364.7005120781
0.0794219002633956,76260.025327775,94445.8974398331
0.0861893329039842,81325.3223285366,95508.0749381842
0.0893365768800451,88194.3186408508,98673.5315301961
0.1073452670627,99491.7394484847,100761.024836659
0.109043553553049,98818.9074496201,100143.552224149
0.116578107687957,104479.71134005,101231.046799792
0.12650805034536,109962.023316174,101806.498398613
0.131127448428572,117011.48514369,104497.794034871
0.157558688758606,127691.949594463,105102.348773027
0.160082281971301,127292.151969002,104709.045820606
0.171112463916904,132520.815792804,104755.182894634
0.185687413003685,137513.941230441,104705.14882112
0.192469357290687,144625.446421597,107503.577287666
0.231269885565049,154908.003678597,108082.410119177
0.234950578860508,154945.766170555,107702.478285722
0.251157382243078,159754.503620054,107528.896478714
0.272552676545502,164417.347524757,107338.499035465
0.339456187217762,181461.821908029,110749.748978386
0.344856273096298,182192.110648962,110054.460936885
0.368649741289434,185886.305228971,110350.105158411
0.400052818633488,190691.894066393,110698.968338846
0.498250831156475,207610.940448479,114318.464417603
0.506180037650746,208349.008617957,113699.524959034
0.541104090264631,212065.601933506,113370.793239704
0.58718748634963,215836.458239934,113509.185358632
0.731334426098247,233833.640750562,118770.16099642
0.742958354758664,233945.910717626,118586.761636775
0.794219002633956,237171.509477079,118205.793973597
0.861893329039842,241953.7898434,118097.896366464
1.09053899241242,260387.897492822,125846.344451837
1.16578107687958,263151.326780019,125121.079895549
1.2650805034536,266970.616879677,125870.209872236
1.60068487720378,287074.246101905,135824.452668892
1.71112463916904,289482.607790531,135740.983275691
1.85687413003685,294876.268404826,136472.392265066
2.34947130297777,314249.318378762,150995.249856047
2.51157382243078,317191.246573959,150834.92466303
2.72552676545502,321966.367438218,153186.305379248
3.44856273096298,344896.365045431,172061.276285728
3.68649741289434,347607.105807603,171257.815778687
4.00052818633488,352289.198637728,174371.018297635
5.06180037650746,379392.110595822,200834.882225929
5.8718748634963,386404.840220586,203328.044721795
7.42958354758664,414865.30348176,236613.527404227
8.61893329039842,424853.71853675,243368.724286929
10.9053899241242,462118.773109671,287359.334908107
12.650805034536,469797.538986056,293441.682094026
16.0068487720378,512274.03951499,351005.410892608
18.5687413003685,524803.115478232,360149.945546221
23.4947130297777,575146.303025516,434790.974686634
27.2552676545502,591580.160465876,445547.134773356
34.4856273096298,652232.279873805,546189.425709899
50.6180037650746,743002.51941977,688489.466976798
74.2958354758664,855276.600347797,871200.84652277
109.053899241242,992383.952644596,1117955.39003331
160.068487720378,1160005.98894804,1442040.27222603
234.947130297777,1365982.65142868,1882197.0255151
344.856273096298,1627958.90084177,2470599.95802899
