Angular Frequency,Storage Modulus,Loss Modulus
1.90165521264016,73.8023647054321,13515.2457625702
3.0139255412404,199.063258930248,21483.4778959042
4.51700049635957,372.861375546198,31775.6716623334
4.77673622742719,509.972965579221,34118.0028821732
5.23979386950982,586.441197174449,40905.361725068
7.15897125800088,995.25465190647,50144.9284698403
7.57058486659565,1220.28190797352,54165.855003991
8.17818921135907,1050.8267311969,56590.2957441064
8.30447868249939,1522.82319484771,64989.7076593255
11.3462241630746,2524.46338825993,79830.7095293209
11.9986199550674,3015.73048245871,85687.5134011141
12.9615018564712,3128.60185186705,89151.0942591792
17.9825013135405,6070.84698048556,125849.789454174
18.6834619482503,5107.07699234394,128595.774002607
19.0165521264016,7174.05617320101,135407.001202668
20.5426842923212,7505.45220933238,141103.135754352
28.5002239659257,14839.7790300834,198544.793103779
29.6113421562082,12709.7591739061,203914.462187187
30.139255412404,17467.7984256935,213419.516671113
32.55799651327,18244.3637959407,221659.506837124
45.1700049635957,35362.1936001324,309656.445849994
46.9306785734625,30103.7630365671,317808.649085649
47.7673622742719,41434.603458475,331487.009410879
51.6010350407975,43053.950276504,344687.403836518
71.5897125800088,80163.6399926041,474337.751021692
74.3797999452619,68820.4573450716,489614.586358431
75.7058486659565,93506.0739111923,504617.368719862
81.7818921135907,94442.5939789057,523442.001839503
113.462241630746,165469.551751434,702452.162531096
117.884544933245,144051.841383358,735090.133496926
129.615018564712,189737.155351759,772658.320041643
179.825013135405,308059.209359476,1006798.31563339
186.834619482503,272410.493013318,1073355.97636826
205.426842923212,338218.371018954,1102378.15775125
285.002239659257,508273.840612433,1402352.89534357
296.113421562082,459144.361473227,1527068.07984992
325.5799651327,538885.232144178,1537558.02882823
469.306785734625,703520.523065811,2149837.65673959
516.010350407975,794073.778355998,2147782.31732166
743.797999452619,1007263.50413759,3049932.62673018
817.818921135907,1114322.61377061,3023638.62330755
1178.84544933246,1396758.55779045,4368333.0186503
1296.15018564712,1534175.52800859,4317339.48366976
1868.34619482503,1885230.64544431,6319742.3626426
