Shear Rate,Stress
0.001570264111378,4.717238673537938
0.0024724023233004,4.704129891444156
0.0040408217027569,4.743920933002548
0.0061198396746361,4.77453327486654
0.0100964204375366,4.855835804218256
0.0158583227839148,4.894350580267555
0.0245423350013371,5.070149126466427
0.0398358870138823,5.130643966386259
0.0618585346279832,5.259776407020254
0.0986728402686015,5.472673867721943
0.157424218260698,5.671379756060392
0.2494963694196932,5.891216885657863
0.3930539959692699,6.258912530497184
0.6309752695149524,6.623718509100658
1.009570438651349,7.107533923760295
1.5711404754283802,7.683924365656505
2.490964412366092,8.392152674610559
3.957250340234736,9.30518189314601
6.284087289850084,10.539165637726276
9.910342311246785,11.91390525871
15.487169072574174,13.754078931731572
24.589582452454398,16.28967306699784
39.12911278689235,19.388060934812493
62.97436516457988,23.848182660222275
98.94727783931329,29.38933148949844
157.9542572104953,36.942028493332536
245.9157773370135,46.91996572821345
396.4269642440411,61.467158144067625
624.8188714832168,80.74996995964253
