Data calculated via Fourier domain filtering

Frequency:	6.2831853

Number of harmonics used:	39

Number of cycles in input:	3

Tangent(x)	Tangent(y)	Tangent(z)	Normal(x)	Normal(y)	Normal(z)	Binormal(x)	Binormal(y)	Binormal(z)
[-]	[1/s]	[Pa]	[-]	[1/s]	[Pa]	[-]	[1/s]	[Pa]	

-1.4268082	-6.1192467	-9.1492441	0.1522363	0.8103978	-0.5657556	0.9799482	-0.1982211	-0.0202459
-1.4768229	-6.1073689	-10.8858927	0.0909983	0.8631838	-0.4966217	0.9888954	-0.1371628	-0.0572043
-1.5267387	-6.0950825	-10.8691782	-0.3136463	-0.8087346	0.4975684	-0.9417206	0.3320462	-0.0539220
-1.5765523	-6.0823880	-8.9712305	-0.2358844	-0.7845876	0.5733941	-0.9610617	0.2757430	-0.0180591
-1.6262604	-6.0692865	-5.2106143	-0.1790752	-0.6128027	0.7696785	-0.9634523	0.2676516	-0.0110602
-1.6758597	-6.0557787	0.2407924	0.0022191	0.0391178	0.9992321	-0.9638276	0.2663975	-0.0082884
-1.7253468	-6.0418656	7.0636767	0.1950605	0.7212922	0.6645969	-0.9636622	0.2670327	-0.0069759
-1.7747184	-6.0275481	14.8099824	0.2442606	0.8875999	0.3905166	-0.9634145	0.2679396	-0.0063991
-1.8239712	-6.0128272	22.9333404	0.2569465	0.9296196	0.2641702	-0.9633767	0.2680770	-0.0063345
-1.8731019	-5.9977038	30.8290945	0.2595130	0.9448893	0.1995926	-0.9639029	0.2661677	-0.0067823
-1.9221073	-5.9821789	37.8808564	0.2549703	0.9530357	0.1634417	-0.9656523	0.2597149	-0.0079836
-1.9709840	-5.9662537	43.5098531	0.2377897	0.9608037	0.1425212	-0.9702814	0.2417382	-0.0108053
-2.0197288	-5.9499291	47.2229628	0.1758873	0.9757272	0.1304609	-0.9834969	0.1798817	-0.0193997
-2.0683384	-5.9332063	48.6553252	-0.6860294	0.7251560	0.0592650	-0.7263513	-0.6778808	-0.1135404
-2.1168096	-5.9160864	47.6037565	-0.4867343	-0.8639702	-0.1290160	0.8724370	-0.4882366	-0.0218820
-2.1651391	-5.8985705	44.0478891	-0.4116110	-0.9004161	-0.1408095	0.9100596	-0.4143379	-0.0107518
-2.2133236	-5.8806598	38.1569261	-0.3897338	-0.9065104	-0.1623162	0.9191473	-0.3938449	-0.0073826
-2.2613601	-5.8623555	30.2810817	-0.3793291	-0.9026985	-0.2030885	0.9223680	-0.3862674	-0.0058991
-2.3092451	-5.8436588	20.9280575	-0.3687438	-0.8839492	-0.2875096	0.9235039	-0.3835539	-0.0051969
-2.3569756	-5.8245710	10.7261888	-0.3327188	-0.7961379	-0.5054332	0.9237688	-0.3829187	-0.0049446
-2.4045484	-5.8050933	0.3770501	-0.0275954	-0.0534038	-0.9981916	0.9237518	-0.3829585	-0.0050490
-2.4519602	-5.7852271	-9.3987473	0.3151934	0.7692843	-0.5557470	0.9239137	-0.3825607	-0.0055538
-2.4992079	-5.7649737	-17.9182030	0.3567183	0.8736662	-0.3308466	0.9248935	-0.3801673	-0.0066885
-2.5462883	-5.7443344	-24.5903892	0.3583863	0.9001967	-0.2473969	0.9281671	-0.3720500	-0.0091988
-2.5931983	-5.7233106	-28.9642232	0.3314698	0.9194847	-0.2113664	0.9393999	-0.3424287	-0.0164418
-2.6399347	-5.7019037	-30.7655586	-0.0712683	0.9818335	-0.1758517	0.9939078	0.0550426	-0.0954866
-2.6864944	-5.6801152	-29.9204622	-0.5205045	-0.8290992	0.2041316	-0.8493255	0.5273305	-0.0238496
-2.7328743	-5.6579465	-26.5626737	-0.4671842	-0.8537432	0.2299162	-0.8784729	0.4776570	-0.0113619
-2.7790713	-5.6353992	-21.0245553	-0.4484727	-0.8467241	0.2862351	-0.8847783	0.4659445	-0.0079393
-2.8250823	-5.6124746	-13.8122064	-0.4233365	-0.8058319	0.4140303	-0.8866367	0.4624201	-0.0065521
-2.8709042	-5.5891744	-5.5667431	-0.3101445	-0.5861668	0.7484777	-0.8870461	0.4616414	-0.0060304
-2.9165339	-5.5655001	2.9851139	0.1932127	0.3832054	0.9032289	-0.8870693	0.4615962	-0.0060816
-2.9619685	-5.5414532	11.0871118	0.3980253	0.7736403	0.4930076	-0.8874429	0.4608683	-0.0067373
-3.0072047	-5.5170355	18.0116286	0.4293273	0.8409844	0.3292770	-0.8892846	0.4572770	-0.0084083
-3.0522397	-5.4922485	23.1152070	0.4255246	0.8661905	0.2619979	-0.8959312	0.4440082	-0.0128051
-3.0970704	-5.4670939	25.8869867	0.3468211	0.9084405	0.2333473	-0.9306977	0.3641645	-0.0344387
-3.1416939	-5.4415734	25.9861892	-0.6226645	-0.7473731	-0.2317811	0.7736148	-0.6324604	-0.0389099
-3.1861070	-5.4156886	23.2657559	-0.5300854	-0.8069601	-0.2604322	0.8375743	-0.5461819	-0.0124367
-3.2303069	-5.3894414	17.7804189	-0.5040563	-0.7968473	-0.3331090	0.8465133	-0.5323139	-0.0075576
-3.2742905	-5.3628335	9.7788009	-0.4472642	-0.7125757	-0.5405466	0.8488830	-0.5285508	-0.0056286
-3.3180550	-5.3358666	-0.3195319	0.0228350	0.0456062	-0.9986985	0.8493187	-0.5278597	-0.0046856
-3.3615975	-5.3085425	-11.9599078	0.4659412	0.7527328	-0.4650722	0.8491090	-0.5282009	-0.0042129
-3.4049149	-5.2808632	-24.4980923	0.5112059	0.8227763	-0.2484104	0.8488484	-0.5286211	-0.0040281
-3.4480044	-5.2528303	-37.2516106	0.5205003	0.8375154	-0.1662751	0.8489695	-0.5284263	-0.0040674
-3.4908632	-5.2244459	-49.5525326	0.5222123	0.8434979	-0.1257207	0.8499471	-0.5268503	-0.0043297
-3.5334883	-5.1957119	-60.7973884	0.5195626	0.8482394	-0.1026866	0.8524744	-0.5227463	-0.0048714
-3.5758769	-5.1666300	-70.4902347	0.5115530	0.8546722	-0.0885942	0.8577648	-0.5140092	-0.0058386
-3.6180261	-5.1372024	-78.2755789	0.4939472	0.8658355	-0.0796556	0.8682703	-0.4960334	-0.0075784
-3.6599332	-5.1074309	-83.9588185	0.4543391	0.8877657	-0.0738106	0.8897676	-0.4562806	-0.0110300
-3.7015953	-5.0773175	-87.5129761	0.3439066	0.9364742	-0.0688787	0.9380556	-0.3459295	-0.0196075
-3.7430097	-5.0468643	-89.0717103	-0.2109241	0.9763977	-0.0464598	0.9766032	0.2084538	-0.0528504
-3.7841735	-5.0160734	-88.9097456	-0.9691715	-0.2402150	0.0548022	-0.2427015	0.9690870	-0.0443437
-3.8250841	-4.9849466	-87.4128917	-0.8379992	-0.5414744	0.0675488	-0.5439232	0.8387908	-0.0240328
-3.8657386	-4.9534863	-85.0406292	-0.7942337	-0.6034202	0.0712522	-0.6059188	0.7953047	-0.0187817
-3.9061344	-4.9216943	-82.2847568	-0.7869967	-0.6125039	0.0739951	-0.6151389	0.7882145	-0.0179442
-3.9462688	-4.8895730	-79.6277911	-0.8050908	-0.5882597	0.0760217	-0.5910904	0.8063518	-0.0202205
-3.9861390	-4.8571244	-77.5046718	-0.8602775	-0.5041538	0.0758396	-0.5072424	0.8613520	-0.0278919
-4.0257424	-4.8243507	-76.2708822	-0.9882688	-0.1400055	0.0610187	-0.1433794	0.9881420	-0.0549349
-4.0650763	-4.7912541	-76.1793928	-0.1598647	0.9856901	-0.0534637	0.9857053	0.1564804	-0.0624408
-4.1041382	-4.7578368	-77.3679454	0.3691361	0.9262182	-0.0765405	0.9278701	-0.3719716	-0.0263459
-4.1429254	-4.7241010	-79.8572094	0.4886502	0.8690963	-0.0767638	0.8709455	-0.4911148	-0.0161311
-4.1814353	-4.6900491	-83.5593467	0.5364366	0.8406874	-0.0740305	0.8424640	-0.5386205	-0.0119263
-4.2196653	-4.6556832	-88.2956114	0.5607284	0.8250101	-0.0702988	0.8266264	-0.5626651	-0.0098362
-4.2576129	-4.6210057	-93.8208636	0.5740122	0.8161625	-0.0662477	0.8175939	-0.5757289	-0.0087459
-4.2952755	-4.5860190	-99.8523580	0.5806240	0.8117878	-0.0622601	0.8130391	-0.5821508	-0.0082369
-4.3326506	-4.5507252	-106.0999068	0.5821934	0.8109390	-0.0585561	0.8120278	-0.5835621	-0.0081301
-4.3697357	-4.5151269	-112.2945442	0.5791903	0.8133186	-0.0552400	0.8142660	-0.5804319	-0.0083477
-4.4065284	-4.4792264	-118.2131000	0.5715105	0.8189243	-0.0523337	0.8197501	-0.5726529	-0.0088587
-4.4430261	-4.4430261	-123.6966062	0.5588490	0.8277724	-0.0498057	0.8284932	-0.5599160	-0.0096470
-4.4792264	-4.4065284	-128.6611444	0.5412011	0.8395452	-0.0475951	0.8401739	-0.5422119	-0.0106797
-4.5151269	-4.3697357	-133.1005205	0.5197140	0.8531204	-0.0456383	0.8536680	-0.5206823	-0.0118645
-4.5507252	-4.3326506	-137.0809616	0.4977805	0.8661912	-0.0439023	0.8666688	-0.4987143	-0.0130085
-4.5860190	-4.2952755	-140.7287760	0.4813525	0.8755006	-0.0424079	0.8759223	-0.4822541	-0.0138250
-4.6210057	-4.2576129	-144.2125450	0.4768051	0.8780429	-0.0412009	0.8784259	-0.4776721	-0.0140450
-4.6556832	-4.2196653	-147.7218616	0.4868025	0.8725835	-0.0402676	0.8729444	-0.4876306	-0.0135831
-4.6900491	-4.1814353	-151.4448693	0.5082884	0.8602809	-0.0394936	0.8606309	-0.5090735	-0.0125969
-4.7241010	-4.1429254	-155.5468631	0.5350158	0.8439540	-0.0387273	0.8442969	-0.5357550	-0.0113725
-4.7578368	-4.1041382	-160.1520114	0.5614235	0.8266620	-0.0378634	0.8269960	-0.5621159	-0.0101635
-4.7912541	-4.0650763	-165.3298603	0.5843311	0.8106775	-0.0368666	0.8109985	-0.5849771	-0.0091195
-4.8243507	-4.0257424	-171.0877510	0.6025450	0.7972838	-0.0357509	0.7975873	-0.6031465	-0.0082982
-4.8571244	-3.9861390	-177.3696607	0.6159007	0.7870656	-0.0345542	0.7873483	-0.6164603	-0.0077068
-4.8895730	-3.9462688	-184.0613382	0.6245458	0.7802770	-0.0333201	0.7805367	-0.6250669	-0.0073335
-4.9216943	-3.9061344	-191.0010113	0.6285452	0.7771108	-0.0320889	0.7773466	-0.6290318	-0.0071663
-4.9534863	-3.8657386	-197.9944419	0.6276704	0.7778660	-0.0308907	0.7780775	-0.6281271	-0.0072023
-4.9849466	-3.8250841	-204.8327478	0.6212429	0.7830534	-0.0297419	0.7832404	-0.6216743	-0.0074522
-5.0160734	-3.7841735	-211.3112237	0.6079392	0.7934668	-0.0286406	0.7936290	-0.6083502	-0.0079447
-5.0468643	-3.7430097	-217.2473798	0.5854888	0.8102119	-0.0275608	0.8103479	-0.5858841	-0.0087308
-5.0773175	-3.7015953	-222.4965819	0.5502121	0.8346062	-0.0264407	0.8347133	-0.5505960	-0.0098879
-5.1074309	-3.6599332	-226.9639783	0.4964496	0.8677007	-0.0251639	0.8677740	-0.4968255	-0.0115161
-5.1372024	-3.6180261	-230.6118181	0.4164105	0.9088720	-0.0235353	0.9089040	-0.4167801	-0.0137083
-5.1666300	-3.5758769	-233.4617359	0.3024323	0.9529331	-0.0212888	0.9529141	-0.3027938	-0.0164507
-5.1957119	-3.5334883	-235.5920701	0.1556131	0.9876496	-0.0182450	0.9875720	-0.1559600	-0.0194406
-5.2244459	-3.4908632	-237.1307261	-0.0004972	0.9998917	-0.0147087	0.9997573	0.0001731	-0.0220291
-5.2528303	-3.4480044	-238.2444687	-0.1215276	0.9925193	-0.0116848	0.9923433	0.1212278	-0.0236337
-5.2808632	-3.4049149	-239.1257862	-0.1696242	0.9854551	-0.0102859	0.9852615	0.1693386	-0.0241698
-5.3085425	-3.3615975	-239.9785968	-0.1318095	0.9912144	-0.0109691	0.9910284	0.1315218	-0.0237648
-5.3358666	-3.3180550	-241.0040656	-0.0190064	0.9997303	-0.0133431	0.9995744	0.0187047	-0.0223882
-5.3628335	-3.2742905	-242.3876749	0.1355708	0.9906322	-0.0163814	0.9905208	-0.1358876	-0.0200797
-5.3894414	-3.2303069	-244.2884620	0.2896985	0.9569284	-0.0190450	0.9568638	-0.2900228	-0.0172751
-5.4156886	-3.1861070	-246.8310498	0.4165021	0.9088951	-0.0208705	0.9088701	-0.4168250	-0.0145610
-5.4415734	-3.1416939	-250.1007625	0.5107184	0.8594688	-0.0219084	0.8594728	-0.5110339	-0.0122805
-5.4670939	-3.0970704	-254.1418089	0.5779824	0.8157424	-0.0223745	0.8157658	-0.5782870	-0.0105015
-5.4922485	-3.0522397	-258.9582298	0.6256728	0.7797622	-0.0224607	0.7797974	-0.6259649	-0.0091607
-5.5170355	-3.0072047	-264.5171022	0.6596677	0.7512265	-0.0222991	0.7512681	-0.6599466	-0.0081665
-5.5414532	-2.9619685	-270.7533655	0.6840175	0.7291345	-0.0219762	0.7291785	-0.6842831	-0.0074381
-5.5655001	-2.9165339	-277.5756037	0.7013702	0.7124714	-0.0215488	0.7125153	-0.7016225	-0.0069141
-5.5891744	-2.8709042	-284.8721690	0.7134128	0.7004277	-0.0210559	0.7004695	-0.7136523	-0.0065511
-5.6124746	-2.8250823	-292.5171562	0.7211850	0.6924384	-0.0205247	0.6924769	-0.7214124	-0.0063191
-5.6353992	-2.7790713	-300.3759040	0.7252745	0.6881700	-0.0199739	0.6882042	-0.7254905	-0.0061993
-5.6579465	-2.7328743	-308.3098868	0.7259273	0.6874974	-0.0194159	0.6875267	-0.7261328	-0.0061807
-5.6801152	-2.6864944	-316.1810307	0.7230987	0.6904873	-0.0188572	0.6905112	-0.7232946	-0.0062593
-5.7019037	-2.6399347	-323.8556270	0.7164609	0.6973872	-0.0182990	0.6974051	-0.7166482	-0.0064369
-5.7233106	-2.5931983	-331.2080859	0.7053740	0.7086134	-0.0177370	0.7086248	-0.7055535	-0.0067210
-5.7443344	-2.5462883	-338.1247838	0.6888266	0.7247230	-0.0171599	0.7247271	-0.6889992	-0.0071237
-5.7649737	-2.4992079	-344.5081890	0.6653623	0.7463371	-0.0165484	0.7463331	-0.6655286	-0.0076611
-5.7852271	-2.4519602	-350.2813240	0.6330362	0.7739594	-0.0158729	0.7739460	-0.6331965	-0.0083501
-5.8050933	-2.4045484	-355.3924536	0.5895293	0.8076059	-0.0150937	0.8075818	-0.5896837	-0.0092016
-5.8245710	-2.3569756	-359.8197011	0.5327000	0.8461856	-0.0141659	0.8461494	-0.5328481	-0.0102066
-5.8436588	-2.3092451	-363.5751263	0.4620068	0.8867802	-0.0130581	0.8867308	-0.4621477	-0.0113169
-5.8623555	-2.2613601	-366.7076683	0.3809981	0.9245006	-0.0117919	0.9244376	-0.3811307	-0.0124282
-5.8806598	-2.2133236	-369.3043008	0.2997418	0.9539627	-0.0104903	0.9538875	-0.2998654	-0.0133922
-5.8985705	-2.1651391	-371.4887795	0.2343159	0.9721152	-0.0093863	0.9720309	-0.2344314	-0.0140678
-5.9160864	-2.1168096	-373.4174891	0.2016931	0.9794097	-0.0087475	0.9793207	-0.2018031	-0.0143715
-5.9332063	-2.0683384	-375.2721198	0.2128285	0.9770504	-0.0087500	0.9769617	-0.2129370	-0.0142725
-5.9499291	-2.0197288	-377.2492008	0.2678540	0.9634138	-0.0093825	0.9633305	-0.2679648	-0.0137589
-5.9662537	-1.9709840	-379.5468678	0.3548878	0.9348507	-0.0104333	0.9347768	-0.3550032	-0.0128506
-5.9821789	-1.9221073	-382.3496000	0.4541861	0.8908315	-0.0115844	0.8907695	-0.4543060	-0.0116530
-5.9977038	-1.8731019	-385.8119975	0.5472047	0.8369044	-0.0125698	0.8368545	-0.5473276	-0.0103522
-6.0128272	-1.8239712	-390.0429287	0.6236131	0.7816205	-0.0132686	0.7815812	-0.6237367	-0.0091319
-6.0275481	-1.7747184	-395.0915339	0.6812473	0.7319255	-0.0136809	0.7318944	-0.6813698	-0.0081052
-6.0418656	-1.7253468	-400.9365885	0.7221863	0.6915598	-0.0138589	0.6915345	-0.7223064	-0.0073127
-6.0557787	-1.6758597	-407.4805927	0.7494345	0.6619334	-0.0138601	0.6619117	-0.7495514	-0.0067543
-6.0692865	-1.6262604	-414.5496633	0.7653197	0.6435038	-0.0137292	0.6434838	-0.7654328	-0.0064183
-6.0823880	-1.5765523	-421.8998771	0.7708970	0.6368169	-0.0134934	0.6367967	-0.7710060	-0.0062994
-6.0950825	-1.5267387	-429.2301765	0.7655533	0.6432379	-0.0131588	0.6432158	-0.7656581	-0.0064103
-6.1073689	-1.4768229	-436.2013504	0.7461853	0.6656172	-0.0127011	0.6655911	-0.7462857	-0.0067925
-6.1192467	-1.4268082	-442.4599963	0.7050855	0.7090201	-0.0120378	0.7089875	-0.7051809	-0.0075313
-6.1307148	-1.3766980	-447.6658154	0.6246533	0.7808254	-0.0109558	0.7807822	-0.6247418	-0.0087714
-6.1417726	-1.3264957	-451.5201497	0.4658299	0.8848292	-0.0089359	0.8847697	-0.4659064	-0.0106663
-6.1524193	-1.2762046	-453.7933859	0.1619614	0.9867846	-0.0049710	0.9867040	-0.1620133	-0.0129219
-6.1626542	-1.2258281	-454.3487705	-0.2790120	0.9602869	0.0011936	0.9601918	0.2790015	-0.0137765
-6.1724766	-1.1753696	-453.1603207	-0.6372323	0.7706428	0.0066809	0.7705514	0.6372620	-0.0121485
-6.1818859	-1.1248323	-450.3228783	-0.8155108	0.5786598	0.0097497	0.5785791	0.8155652	-0.0099797
-6.1908814	-1.0742198	-446.0529193	-0.8915677	0.4527469	0.0112840	0.4526748	0.8916358	-0.0084301
-6.1994626	-1.0235354	-440.6794584	-0.9235716	0.3832351	0.0121027	0.3831680	0.9236479	-0.0075357
-6.2076288	-0.9727825	-434.6252187	-0.9347986	0.3549563	0.0125570	0.3548911	0.9348802	-0.0071613
-6.2153795	-0.9219645	-428.3790953	-0.9324494	0.3610754	0.0127519	0.3610092	0.9325341	-0.0072449
-6.2227142	-0.8710847	-422.4617582	-0.9147801	0.4037543	0.0126419	0.4036836	0.9148651	-0.0078325
-6.2296325	-0.8201467	-417.3869321	-0.8681618	0.4961366	0.0119827	0.4960569	0.8682422	-0.0091099
-6.2361337	-0.7691537	-413.6213859	-0.7471030	0.6646327	0.0100281	0.6645373	0.7471680	-0.0114086
-6.2422176	-0.7181093	-411.5469225	-0.4242938	0.9055116	0.0048555	0.9053976	0.4243180	-0.0144732
-6.2478836	-0.6670168	-411.4276282	0.1574219	0.9875234	-0.0039916	0.9874147	-0.1574642	-0.0147395
-6.2531315	-0.6158797	-413.3853281	0.5866892	0.8097495	-0.0100810	0.8096709	-0.5867739	-0.0113734
-6.2579608	-0.5647013	-417.3856046	0.7698666	0.6380842	-0.0124061	0.6380287	-0.7699654	-0.0085244
-6.2623713	-0.5134852	-423.2359224	0.8469003	0.5315884	-0.0131760	0.5315458	-0.8470020	-0.0068374
-6.2663626	-0.4622347	-430.5964207	0.8822954	0.4705070	-0.0133449	0.4704712	-0.8823956	-0.0058994
-6.2699345	-0.4109532	-439.0028762	0.8981745	0.4394398	-0.0132393	0.4394071	-0.8982716	-0.0054348
-6.2730867	-0.3596443	-447.9002846	0.9020149	0.4315098	-0.0129797	0.4314778	-0.9021079	-0.0053187
-6.2758191	-0.3083112	-456.6845647	0.8949648	0.4459588	-0.0125998	0.4459251	-0.8950532	-0.0055237
-6.2781314	-0.2569576	-464.7491317	0.8728932	0.4877622	-0.0120613	0.4877243	-0.8729763	-0.0061058
-6.2800235	-0.2055867	-471.5325895	0.8218711	0.5695635	-0.0111943	0.5695179	-0.8219472	-0.0072267
-6.2814953	-0.1542021	-476.5636146	0.7011675	0.7129336	-0.0094726	0.7128747	-0.7012315	-0.0091694
-6.2825466	-0.1028071	-479.4992531	0.4043172	0.9146023	-0.0054936	0.9145250	-0.4043545	-0.0118957
-6.2831774	-0.0514053	-480.1533403	-0.1358149	0.9907328	0.0016712	0.9906478	0.1358252	-0.0129779
-6.2833877	-0.0000000	-478.5125242	-0.5745348	0.8184454	0.0075443	0.8183748	0.5745843	-0.0107461
-6.2831774	0.0514053	-474.7383849	-0.7685321	0.6397293	0.0102408	0.6396744	0.7686003	-0.0083829
-6.2825466	0.1028071	-469.1552932	-0.8468886	0.5316469	0.0114573	0.5316018	0.8469660	-0.0069332
-6.2814953	0.1542021	-462.2248539	-0.8795296	0.4756900	0.0121112	0.4756501	0.8796129	-0.0061705
-6.2800235	0.2055867	-454.5089221	-0.8903777	0.4550506	0.0125083	0.4550128	0.8904655	-0.0058842
-6.2781314	0.2569576	-446.6241694	-0.8864330	0.4626819	0.0127267	0.4626434	0.8865242	-0.0059933
-6.2758191	0.3083112	-439.1919198	-0.8662827	0.4993918	0.0127293	0.4993496	0.8663760	-0.0065272
-6.2730867	0.3596443	-432.7874016	-0.8186467	0.5741648	0.0123431	0.5741145	0.8187393	-0.0076412
-6.2699345	0.4109532	-427.8926425	-0.7086478	0.7054756	0.0110614	0.7054102	0.7087335	-0.0096557
-6.2663626	0.4622347	-424.8569493	-0.4391489	0.8983834	0.0074546	0.8982932	0.4392108	-0.0127714
-6.2623713	0.5134852	-423.8682891	0.0971208	0.9952726	-0.0002292	0.9951630	-0.0971135	-0.0148205
-6.2579608	0.5647013	-424.9379807	0.5845610	0.8113148	-0.0075305	0.8112161	-0.5846080	-0.0127235
-6.2531315	0.6158797	-427.8999816	0.7990819	0.6011249	-0.0108122	0.6010446	-0.7991538	-0.0099336
-6.2478836	0.6670168	-432.4248280	0.8800542	0.4747220	-0.0119832	0.4746534	-0.8801344	-0.0082156
-6.2422176	0.7181093	-438.0470446	0.9110614	0.4120870	-0.0123072	0.4120245	-0.9111430	-0.0073651
-6.2361337	0.7691537	-444.2037069	0.9186124	0.3949711	-0.0122124	0.3949105	-0.9186919	-0.0071349
-6.2296325	0.8201467	-450.2809015	0.9077702	0.4193019	-0.0117953	0.4192396	-0.9078450	-0.0074537
-6.2227142	0.8710847	-455.6641752	0.8691648	0.4944019	-0.0109245	0.4943340	-0.8692313	-0.0084125
-6.2153795	0.9219645	-459.7887447	0.7653244	0.6435811	-0.0090551	0.6435028	-0.7653753	-0.0102335
-6.2076288	0.9727825	-462.1852837	0.4897397	0.8718558	-0.0047427	0.8717652	-0.4897582	-0.0127395
-6.1994626	1.0235354	-462.5175034	-0.0378614	0.9992793	0.0027189	0.9991931	0.0378944	-0.0133091
-6.1908814	1.0742198	-460.6084672	-0.4862820	0.8737598	0.0085737	0.8736986	0.4863520	-0.0106088
-6.1818859	1.1248323	-456.4535525	-0.6969484	0.7170338	0.0112060	0.7169934	0.6970341	-0.0079928
-6.1724766	1.1753696	-450.2191237	-0.7885069	0.6149006	0.0124157	0.6148731	0.7886003	-0.0063711
-6.1626542	1.2258281	-442.2271899	-0.8312485	0.5557460	0.0131244	0.5557263	0.8313475	-0.0054399
-6.1524193	1.2762046	-432.9274997	-0.8513501	0.5244204	0.0136446	0.5244054	0.8514544	-0.0049425
-6.1417726	1.3264957	-422.8595639	-0.8586333	0.5123969	0.0140785	0.5123845	0.8587430	-0.0047482
-6.1307148	1.3766980	-412.6079073	-0.8565270	0.5158999	0.0144480	0.5158883	0.8566424	-0.0048070
-6.1192467	1.4268082	-402.7543702	-0.8450478	0.5344877	0.0147327	0.5344748	0.8451688	-0.0051264
-6.1073689	1.4768229	-393.8314668	-0.8209356	0.5708271	0.0148713	0.5708102	0.8210617	-0.0057730
-6.0950825	1.5267387	-386.2806450	-0.7752465	0.6314871	0.0147284	0.6314618	0.7753763	-0.0068992
-6.0823880	1.5765523	-380.4188129	-0.6856315	0.7278146	0.0139786	0.7277732	0.6857615	-0.0087942
-6.0692865	1.6262604	-376.4157350	-0.4965683	0.8679180	0.0117564	0.8678479	0.4966887	-0.0118472
-6.0557787	1.6758597	-374.2839336	-0.1119615	0.9936928	0.0062608	0.9935809	0.1120470	-0.0155741
-6.0418656	1.7253468	-373.8816511	0.3908173	0.9204660	-0.0020679	0.9203265	-0.3907955	-0.0166757
-6.0275481	1.7747184	-374.9283163	0.7026958	0.7114462	-0.0079293	0.7113088	-0.7027246	-0.0147617
-6.0128272	1.8239712	-377.0309301	0.8255282	0.5642644	-0.0104356	0.5641356	-0.8255800	-0.0129907
-5.9977038	1.8731019	-379.7189092	0.8614893	0.5076544	-0.0111031	0.5075301	-0.8615467	-0.0122664
-5.9821789	1.9221073	-382.4842879	0.8470033	0.5314824	-0.0105765	0.5313575	-0.8470544	-0.0125673
-5.9662537	1.9709840	-384.8238164	0.7692261	0.6389181	-0.0086536	0.6387887	-0.7692577	-0.0138437
-5.9499291	2.0197288	-386.2794368	0.5635235	0.8260886	-0.0043607	0.8259565	-0.5635161	-0.0156688
-5.9332063	2.0683384	-386.4738620	0.1668107	0.9859852	0.0027159	0.9858695	-0.1667469	-0.0160276
-5.9160864	2.1168096	-385.1384936	-0.2540794	0.9671394	0.0092185	0.9670614	0.2541872	-0.0134579
-5.8985705	2.1651391	-382.1316421	-0.5120623	0.8588534	0.0127704	0.8588096	0.5121902	-0.0103545
-5.8806598	2.2133236	-377.4458932	-0.6431431	0.7656085	0.0145097	0.7655875	0.6432801	-0.0081558
-5.8623555	2.2613601	-371.2043994	-0.7106041	0.7034212	0.0155076	0.7034149	0.7107472	-0.0067790
-5.8436588	2.3092451	-363.6468063	-0.7464134	0.6652849	0.0162193	0.6652886	0.7465626	-0.0059501
-5.8245710	2.3569756	-355.1063502	-0.7647158	0.6441482	0.0168186	0.6441590	0.7648719	-0.0054890
-5.8050933	2.4045484	-345.9803294	-0.7718080	0.6356185	0.0173674	0.6356344	0.7719721	-0.0052999
-5.7852271	2.4519602	-336.6966073	-0.7702826	0.6374521	0.0178774	0.6374713	0.7704556	-0.0053425
-5.7649737	2.4992079	-327.6790109	-0.7605546	0.6490152	0.0183307	0.6490357	0.7607372	-0.0056166
-5.7443344	2.5462883	-319.3144540	-0.7411585	0.6710700	0.0186844	0.6710890	0.7413512	-0.0061609
-5.7233106	2.5931983	-311.9243338	-0.7081363	0.7058238	0.0188611	0.7058375	0.7083386	-0.0070622
-5.7019037	2.6399347	-305.7422805	-0.6531785	0.7569726	0.0187175	0.7569744	0.6533896	-0.0084754
-5.6801152	2.6864944	-300.8997119	-0.5596408	0.8285406	0.0179618	0.8285204	0.5598578	-0.0106415
-5.6579465	2.7328743	-297.4199389	-0.3969390	0.9177058	0.0159836	0.9176479	0.3971544	-0.0138075
-5.6353992	2.7790713	-295.2208315	-0.1294026	0.9915219	0.0118039	0.9914085	0.1295986	-0.0177048
-5.6124746	2.8250823	-294.1253700	0.2114442	0.9773754	0.0053530	0.9772039	-0.2112939	-0.0206764
-5.5891744	2.8709042	-293.8788105	0.4854360	0.8742720	-0.0006916	0.8740654	-0.4853382	-0.0213648
-5.5655001	2.9165339	-294.1707528	0.6185939	0.7857011	-0.0039136	0.7854832	-0.6185269	-0.0209931
-5.5414532	2.9619685	-294.6601162	0.6319662	0.7749851	-0.0040946	0.7747678	-0.6318996	-0.0209224
-5.5170355	3.0072047	-295.0009457	0.5338735	0.8455633	-0.0013648	0.8453576	-0.5337780	-0.0212509
-5.4922485	3.0522397	-294.8670491	0.3095045	0.9508892	0.0040780	0.9507156	-0.3093583	-0.0209104
-5.4670939	3.0970704	-293.9737168	0.0028817	0.9999409	0.0104810	0.9998230	-0.0026862	-0.0186222
-5.4415734	3.1416939	-292.0951363	-0.2664596	0.9637242	0.0153295	0.9636661	0.2666835	-0.0150842
-5.4156886	3.1861070	-289.0765663	-0.4440629	0.8958109	0.0181926	0.8957998	0.4442988	-0.0118854
-5.3894414	3.2303069	-284.8408143	-0.5502214	0.8347822	0.0198777	0.8348045	0.5504636	-0.0095526
-5.3628335	3.2742905	-279.3890363	-0.6135639	0.7893650	0.0210282	0.7894118	0.6138123	-0.0079591
