Data calculated via Fourier domain filtering

Frequency:	6.2831853

Number of harmonics used:	39

Number of cycles in input:	3

Time	Strain	Rate	Stress	G'_t	G"_t	|G*_t|	tan(delta_t)	delta_t	displacement stress	est. elastic stress	dG'_{t}/dt	dG"_{t}/dt	Speed	norm. PAV
[s]	[-]	[1/s]	[Pa]	[Pa]	[Pa]	[Pa]	[]	[rad]	[Pa]	[Pa]	[Pa/s]	[Pa/s]	[Pa/s]	[]

0.3111979	0.9270093	-0.3751243	43.5718331	186.8244193	-77.4420629	202.2390585	-0.4145179	-0.3929588	-134.2396491	1.6455430	1222.4117374	-494.6621277	1318.7043172	0.0147041
0.3125000	0.9239093	-0.3826958	43.5790385	182.9584423	-75.8488198	198.0576559	-0.4145686	-0.3930021	-130.0777610	1.6348782	-8769.9758404	3632.6429348	9492.5534464	-0.0020971
0.3138021	0.9207475	-0.3902416	43.5730644	166.3571542	-68.8827535	180.0542599	-0.4140655	-0.3925727	-113.8780979	1.6052873	-18118.7228359	7679.2814447	19678.9095407	0.1386117
0.3151042	0.9175241	-0.3977613	43.5551092	138.2804300	-56.8386531	149.5062199	-0.4110390	-0.3899864	-86.9187207	1.5460925	-26083.5420134	11307.6308210	28429.0991547	0.5635860
0.3164062	0.9142392	-0.4052544	43.5272062	100.9010522	-40.4455529	108.7054050	-0.4008437	-0.3812335	-51.3291585	1.4229471	-32030.6635040	14198.2166410	35036.4490252	1.8203379
0.3177083	0.9108932	-0.4127203	43.4920719	57.1347901	-20.8266902	60.8122953	-0.3645185	-0.3495499	-9.9196501	1.0845116	-35485.3153911	16078.1872285	38957.8710013	7.6686943
0.3190104	0.9074862	-0.4201587	43.4528980	10.4088700	0.5764428	10.4248195	0.0553800	0.0553235	34.0455394	-2.3633338	-36170.9799274	16746.8673311	39859.7209513	285.1600503
0.3203125	0.9040184	-0.4275689	43.4131049	-35.6117974	22.1107059	41.9175790	-0.6208815	2.5859604	77.1114524	3.0693529	-34032.0588019	16095.9650644	37646.5286268	16.2865175
0.3216146	0.9004902	-0.4349505	43.3760736	-77.3176504	42.0403576	88.0080152	-0.5437356	2.6435717	115.9100804	2.3996314	-29238.0296106	14122.4134962	32470.0621876	2.8462812
0.3229167	0.8969016	-0.4423029	43.3448801	-111.4421840	58.6880047	125.9509518	-0.5266229	2.6568743	147.4288814	2.2198197	-22168.7914577	10932.4381080	24717.8785029	0.8446781
0.3242188	0.8932531	-0.4496258	43.3220508	-135.3202909	70.5754937	152.6187454	-0.5215441	2.6608587	169.2477113	2.1439725	-13382.5346204	6736.2018440	14982.2778024	0.2332407
0.3255208	0.8895447	-0.4569186	43.3093605	-147.0958315	76.5524127	165.8235675	-0.5204254	2.6617385	179.7246391	2.1113648	-3568.9802862	1833.2225463	4012.2718237	0.0236345
0.3268229	0.8857768	-0.4641808	43.3076875	-145.8615081	75.9006234	164.4277476	-0.5203609	2.6617893	178.1157193	2.1069059	6507.9134823	-3410.3944496	7347.3619889	0.0188884
0.3281250	0.8819497	-0.4714119	43.3169385	-131.7200435	68.4050712	148.4231236	-0.5193217	2.6626075	164.6196522	2.1317189	16072.8046132	-8591.0930517	18224.7613964	0.2254658
0.3294271	0.8780635	-0.4786115	43.3360479	-105.7624826	54.3838824	118.9256465	-0.5142077	2.6666436	140.3448251	2.2050447	24401.9721799	-13300.9342294	27791.5652248	0.8823542
0.3307292	0.8741185	-0.4857790	43.3630515	-69.9665479	34.6742269	78.0872578	-0.4955829	2.6814849	107.2029133	2.4063209	30881.1174231	-17161.7459739	35329.4344445	3.3633935
0.3320312	0.8701150	-0.4929141	43.3952292	-27.0247484	10.5742766	29.0198613	-0.3912812	2.7686250	67.7394177	3.3766848	35053.1264383	-19857.3508511	40286.9216486	31.2579029
0.3333333	0.8660533	-0.5000161	43.4293028	19.8822289	-16.2545020	25.6809630	-0.8175392	-0.6853445	24.9166989	-0.3871613	36651.9022056	-21160.9856047	42321.9712094	42.2699315
0.3346354	0.8619336	-0.5070847	43.4616748	67.3469230	-43.9169003	80.4008841	-0.6520996	-0.5778498	-18.1312170	1.1311548	35619.6451885	-20955.4145452	41326.6079193	3.7858577
0.3359375	0.8577562	-0.5141193	43.4886878	112.0087937	-70.4346082	132.3140352	-0.6288311	-0.5613495	-58.3508398	1.3787050	32106.4441617	-19243.8620531	37431.9380133	0.9721574
0.3372396	0.8535215	-0.5211195	43.5068834	150.8171217	-93.9051863	177.6625684	-0.6226427	-0.5569024	-93.0071442	1.4702097	26452.5959489	-16150.6944465	30993.3019142	0.2470709
0.3385417	0.8492295	-0.5280849	43.5132414	181.2614706	-112.6557419	213.4175178	-0.6215096	-0.5560854	-119.8877664	1.5106374	19155.5633752	-11911.6947643	22557.1292584	-0.0041138
0.3398438	0.8448808	-0.5350149	43.5053806	201.5513597	-125.3780359	237.3659674	-0.6220649	-0.5564859	-137.4574619	1.5268780	10824.7723460	-6854.7114898	12812.6018417	-0.0724406
0.3411458	0.8404755	-0.5419090	43.4817056	210.7316127	-131.2333032	248.2538871	-0.6227509	-0.5569804	-144.9515915	1.5283248	2128.4293933	-1372.3364416	2532.4926438	-0.0324506
0.3424479	0.8360139	-0.5487669	43.4414903	208.7257264	-129.9176965	245.8557234	-0.6224326	-0.5567510	-142.4029995	1.5182633	-6262.8714049	4111.0043407	7491.5896125	0.1062423
0.3437500	0.8314964	-0.5555881	43.3848936	196.3059909	-121.6827256	230.9604463	-0.6198625	-0.5548964	-130.6025767	1.4967974	-13730.8327664	9174.6491353	16513.9321548	0.3732659
0.3450521	0.8269232	-0.5623721	43.3129072	174.9954211	-107.3090453	205.2769558	-0.6132106	-0.5500766	-110.9994925	1.4612226	-19757.8004983	13436.8414099	23893.9194693	0.8516170
0.3463542	0.8222947	-0.5691185	43.2272427	146.9122503	-88.0360854	171.2704342	-0.5992426	-0.5398624	-85.5520575	1.4046291	-23964.8360775	16586.3052866	29144.7918380	1.7426615
0.3476562	0.8176112	-0.5758267	43.1301691	114.5723165	-65.4539242	131.9508693	-0.5712892	-0.5190410	-56.5440034	1.3111335	-26136.6041206	18407.4734589	31968.0645973	3.5913910
0.3489583	0.8128729	-0.5824965	43.0243149	80.6677508	-41.3671308	90.6560838	-0.5128088	-0.4738420	-26.3833417	1.1399347	-26231.4167500	18797.1674164	32271.0509217	8.2613302
0.3502604	0.8080802	-0.5891272	42.9124528	47.8417329	-17.6427333	50.9911507	-0.3687729	-0.3533001	2.5982697	0.7537705	-24376.1394838	17771.3140043	30166.4677675	25.4917747
0.3515625	0.8032334	-0.5957185	42.7972846	18.4786436	3.9442249	18.8948982	0.2134478	0.2102920	28.3285788	-0.7298109	-20847.0083500	15461.1951309	25954.6973017	162.7730508
0.3528646	0.7983329	-0.6022699	42.6812437	-5.4731913	21.8539968	22.5289369	-3.9929167	1.8161923	49.1454703	9.7776409	-16038.6137650	12099.6830383	20090.7805008	88.5041783
0.3541667	0.7933789	-0.6087810	42.5663293	-22.6325432	34.9019328	41.5977996	-1.5421127	2.1460889	63.9041776	3.6169316	-10424.2679409	7998.8221210	13139.5021757	16.6744884
0.3554688	0.7883718	-0.6152514	42.4539863	-32.2611380	42.3446731	53.2339399	-1.3125598	2.2218511	72.0341617	3.0212181	-4511.6094950	3520.8946072	5722.8768177	4.2824131
0.3567708	0.7833120	-0.6216806	42.3450357	-34.2806123	43.9258152	55.7192751	-1.2813603	2.2334841	73.5436257	2.9286536	1202.4357784	-954.3209000	1535.1156899	-1.0877253
0.3580729	0.7781997	-0.6280682	42.2396595	-29.2322277	39.8779235	49.4446349	-1.3641767	2.2033563	68.9743741	3.1377316	6273.3367445	-5063.0745878	8061.6051870	-6.7284033
0.3593750	0.7730354	-0.6344137	42.1374388	-18.1859893	30.8817606	35.8387129	-1.6981073	2.1030074	59.3139853	4.0345563	10343.7563953	-8488.9014911	13381.1339165	-20.6239010
0.3606771	0.7678193	-0.6407168	42.0374369	-2.6099856	17.9875008	18.1758689	-6.8918008	1.7148906	45.8756780	18.3448043	13168.7217385	-10988.8117050	17151.3618968	-101.0940544
0.3619792	0.7625518	-0.6469770	41.9383192	15.7862298	2.5060586	15.9839101	0.1587497	0.1574359	30.1585496	-1.1478822	14629.4130562	-12412.1326245	19185.4310001	-146.1238043
0.3632812	0.7572332	-0.6531939	41.8384958	35.2187862	-14.1187738	37.9434141	-0.4008876	-0.3812713	13.7018861	0.3681827	14734.9354525	-12710.4427328	19459.5394923	-26.7423881
0.3645833	0.7518640	-0.6593671	41.7362740	53.9916177	-30.4451650	61.9838919	-0.5638869	-0.5134424	-2.0530432	0.7898892	13612.5594419	-11937.8942316	18105.6646728	-9.6422077
0.3658854	0.7464445	-0.6654961	41.6300066	70.6393036	-45.1624976	83.8424856	-0.6393395	-0.5688445	-15.8817885	0.9712738	11487.9461557	-10242.1323704	15390.7174092	-4.7020045
0.3671875	0.7409750	-0.6715806	41.5182218	84.0389149	-57.2033082	101.6600103	-0.6806764	-0.5976391	-26.8667096	1.0606687	8657.7146173	-7846.8951336	11684.5960834	-2.5801326
0.3684896	0.7354559	-0.6776201	41.3997271	93.4826484	-65.8281079	114.3343577	-0.7041746	-0.6135222	-34.4519757	1.1039946	5457.2927016	-5028.1347877	7420.5244474	-1.3936184
0.3697917	0.7298876	-0.6836143	41.2736768	98.7071016	-70.6760783	121.4009883	-0.7160182	-0.6213957	-38.4610108	1.1195354	2227.2762551	-2086.0718583	3051.6315824	-0.5664086
0.3710938	0.7242704	-0.6895628	41.1396014	99.8792878	-71.7780425	122.9957703	-0.7186479	-0.6231320	-39.0774596	1.1155173	-718.5108662	684.0792124	992.0797517	0.1318956
0.3723958	0.7186048	-0.6954650	40.9973986	97.5434997	-69.5317709	119.7889874	-0.7128283	-0.6192838	-36.7940674	1.0958115	-3120.3922541	3019.9127806	4342.4326157	0.8114324
0.3736979	0.7128910	-0.7013208	40.8472885	92.5365377	-64.6432558	112.8794105	-0.6985701	-0.6097656	-32.3365724	1.0623376	-4793.3681604	4715.5715933	6724.0608097	1.5218916
0.3750000	0.7071296	-0.7071296	40.6897419	85.8813396	-58.0407183	103.6548574	-0.6758246	-0.5943159	-26.5715782	1.0165283	-5639.2843006	5639.2843006	7975.1523400	2.2535062
0.3763021	0.7013208	-0.7128910	40.5253883	78.6704786	-50.7705207	93.6306038	-0.6453567	-0.5731041	-20.4082822	0.9607355	-5649.9975438	5743.2100854	8056.4839931	2.9027530
0.3776042	0.6954650	-0.7186048	40.3549158	71.9512630	-43.8856205	84.2788937	-0.6099354	-0.5476929	-14.7038486	0.8998235	-4901.7829669	5064.8766081	7048.4360897	3.2271476
0.3789062	0.6895628	-0.7242704	40.1789724	66.6233116	-38.3375996	76.8663593	-0.5754382	-0.5221635	-10.1812038	0.8423802	-3542.0439278	3720.3250802	5136.8174864	2.8710749
0.3802083	0.6836143	-0.7298876	39.9980791	63.3576264	-34.8826286	72.3255598	-0.5505672	-0.5032785	-7.3662499	0.7998789	-1770.0589911	1889.8727507	2589.3489231	1.5921513
0.3815104	0.6776201	-0.7354559	39.8125628	62.5435781	-34.0100643	71.1925813	-0.5437819	-0.4980567	-6.5491521	0.7823336	186.0307647	-201.9087350	274.5443182	-0.3804437
0.3828125	0.6715806	-0.7409750	39.6225145	64.2671520	-35.8999181	73.6143393	-0.5586045	-0.5094253	-7.7717286	0.7925091	2093.5583730	-2309.8857088	3117.4602883	-2.3263537
0.3841146	0.6654961	-0.7464445	39.4277773	68.3205831	-40.4124437	79.3780051	-0.5915120	-0.5341549	-10.8403156	0.8241645	3738.5714606	-4193.3169856	5617.9020913	-3.5709526
0.3854167	0.6593671	-0.7518640	39.2279617	74.2404763	-47.1098626	87.9260342	-0.6345577	-0.5654427	-15.3610642	0.8662766	4945.8053681	-5639.6101569	7501.0794864	-3.9453498
0.3867188	0.6531939	-0.7572332	39.0224882	81.3689307	-55.3071234	98.3858769	-0.6797081	-0.5969770	-20.7926712	0.9087296	5593.6631235	-6484.6100802	8563.8329638	-3.6856862
0.3880208	0.6469770	-0.7625518	38.8106497	88.9302976	-64.1458530	109.6507560	-0.7213048	-0.6248819	-26.5101967	0.9450778	5623.0642852	-6627.5580964	8691.5693794	-3.1037287
0.3893229	0.6407168	-0.7678193	38.5916890	96.1151449	-72.6835912	120.5032178	-0.7562137	-0.6474660	-31.8729960	0.9723294	5039.6893425	-6039.4397849	7865.9584022	-2.4093519
0.3906250	0.6344137	-0.7730354	38.3648804	102.1628285	-79.9891594	129.7517212	-0.7829576	-0.6642625	-36.2898779	0.9896298	3909.8181575	-4764.1272093	6163.0825153	-1.6969903
0.3919271	0.6280682	-0.7781997	38.1296103	106.4347502	-85.2347276	136.3573058	-0.8008167	-0.6752387	-39.2753597	0.9970770	2350.5730369	-2912.4469622	3742.6649475	-0.9854220
0.3932292	0.6216806	-0.7833120	37.8854459	108.4717917	-87.7757793	139.5375112	-0.8092037	-0.6803278	-40.4921912	0.9949776	515.8721398	-649.9942713	829.8292700	-0.2515854
0.3945312	0.6152514	-0.7883718	37.6321883	108.0313759	-87.2116632	138.8403845	-0.8072809	-0.6791648	-39.7770009	0.9834500	-1420.2654605	1819.9019998	2308.5054185	0.5528224
0.3958333	0.6087810	-0.7933789	37.3699028	105.1018807	-83.4215697	134.1848114	-0.7937210	-0.6709005	-37.1477855	0.9622265	-3281.2697694	4276.2340187	5390.0750164	1.4981151
0.3971354	0.6022699	-0.7983329	37.0989262	99.8944866	-76.5733512	125.8665426	-0.7665423	-0.6540044	-32.7938231	0.9305545	-4904.6675600	6501.3330011	8143.8992298	2.6821077
0.3984375	0.5957185	-0.8032334	36.8198491	92.8147192	-67.1053343	114.5325194	-0.7230031	-0.6259981	-27.0502455	0.8871620	-6156.2792024	8300.7815923	10334.5415312	4.2404580
0.3997396	0.5891272	-0.8080802	36.5334767	84.4177627	-55.6838837	101.1288958	-0.6596228	-0.5831102	-20.3608248	0.8303184	-6940.7659620	9520.3471828	11781.8183071	6.3534901
0.4010417	0.5824965	-0.8128729	36.2407710	75.3528948	-43.1416953	86.8289389	-0.5725287	-0.5199751	-13.2333827	0.7581152	-7207.7756530	10058.4392747	12374.3375785	9.2204089
0.4023438	0.5758267	-0.8176112	35.9427812	66.3030549	-30.4034269	72.9415071	-0.4585524	-0.4299433	-6.1925931	0.6692250	-6953.4260293	9873.1063671	12075.9414905	12.9129756
0.4036458	0.5691185	-0.8222947	35.6405666	57.9255600	-18.4061712	60.7795824	-0.3177556	-0.3076657	0.2652026	0.5645401	-6217.3483816	8983.1781236	10924.8757475	16.9350748
0.4049479	0.5623721	-0.8269232	35.3351210	50.7993982	-8.0223744	51.4289544	-0.1579226	-0.1566291	5.7111394	0.4499468	-5075.9392277	7463.7626167	9026.2346214	19.5222602
0.4062500	0.5555881	-0.8314964	35.0273029	45.3834350	0.0078557	45.3834356	0.0001731	0.0001731	9.8138448	0.3393452	-3632.7954883	5436.8626624	6538.8591260	17.9150969
0.4075521	0.5487669	-0.8360139	34.7177778	41.9884373	5.1294397	42.3005912	0.1221631	0.1215608	12.3584127	0.2544380	-2007.5106550	3058.3234738	3658.3386257	10.9552927
0.4088542	0.5419090	-0.8404755	34.4069757	40.7642111	7.0062148	41.3619143	0.1718717	0.1702087	13.2536734	0.2167789	-324.0736823	502.6230669	598.0415528	0.6483578
0.4101562	0.5350149	-0.8448808	34.0950668	41.7015513	5.5343148	42.0671846	0.1327124	0.1319414	12.5282998	0.2345872	1299.9583254	-2052.8585270	2429.8394555	-9.7528949
0.4114583	0.5280849	-0.8492295	33.7819563	44.6472819	0.8354675	44.6550981	0.0187126	0.0187104	10.3173235	0.2969997	2762.5308390	-4442.5109617	5231.3937227	-17.2198724
0.4127604	0.5211195	-0.8535215	33.4672962	49.3295566	-6.7674268	49.7915978	-0.1371881	-0.1363370	6.8413993	0.3824319	3983.7002065	-6524.7480406	7644.7501155	-19.8419676
0.4140625	0.5141193	-0.8577562	33.1505134	55.3898839	-16.7885201	57.8782657	-0.3030972	-0.2942959	2.3816007	0.4711223	4909.4026152	-8190.8434230	9549.4581007	-18.2537052
0.4153646	0.5070847	-0.8619336	32.8308492	62.4180849	-28.6261146	68.6692927	-0.4586189	-0.4299983	-2.7473641	0.5511002	5512.3475750	-9369.7914853	10871.0150523	-14.7989321
0.4166667	0.5000161	-0.8660533	32.5074080	69.9865633	-41.6133028	81.4234979	-0.5945899	-0.5364320	-8.2228398	0.6175078	5790.3136096	-10029.1173636	11580.6272192	-11.2982682
0.4179688	0.4929141	-0.8701150	32.1792098	77.6808174	-55.0670441	95.2191616	-0.7088886	-0.6166666	-13.7366135	0.6697481	5762.3774320	-10172.0187261	11690.8065860	-8.4378819
0.4192708	0.4857790	-0.8741185	31.8452433	85.1239505	-68.3313496	109.1570441	-0.8027277	-0.6764019	-19.0124643	0.7091294	5463.7769305	-9831.6067155	11247.8152970	-6.2708376
0.4205729	0.4786115	-0.8780635	31.5045167	91.9939142	-80.8114546	122.4474232	-0.8784435	-0.7207770	-23.8180793	0.7375208	4940.1797298	-9063.2827928	10322.2318684	-4.6552859
0.4218750	0.4714119	-0.8819497	31.1561023	98.0332282	-91.9973280	134.4396600	-0.9384301	-0.7536461	-27.9712871	0.7567365	4242.1020069	-7936.4146443	8999.0058809	-3.4340747
0.4231771	0.4641808	-0.8857768	30.7991751	103.0518236	-101.4763873	144.6275753	-0.9847122	-0.7776955	-31.3412133	0.7683114	3420.1073365	-6526.4481793	7368.2874557	-2.4811830
0.4244792	0.4569186	-0.8895447	30.4330431	106.9243700	-108.9366829	152.6434466	-1.0188200	-0.7947202	-33.8454487	0.7734549	2521.2330875	-4908.4227138	5518.0820779	-1.7035944
0.4257812	0.4496258	-0.8932531	30.0571692	109.5838767	-114.1628929	158.2459862	-1.0417855	-0.8058605	-35.4446116	0.7730731	1586.8696991	-3152.5686401	3529.4255159	-1.0328472
0.4270833	0.4423029	-0.8969016	29.6711868	111.0135003	-117.0281167	161.3058503	-1.0541791	-0.8117671	-36.1357445	0.7678106	652.0867432	-1322.3011078	1474.3464113	-0.4163142
0.4283854	0.4349505	-0.9004902	29.2749076	111.2383293	-117.4845949	161.7918290	-1.0561521	-0.8127007	-35.9458485	0.7580931	-253.8107350	525.4714988	583.5582107	0.1897299
0.4296875	0.4275689	-0.9040184	28.8683238	110.3185178	-115.5561162	159.7604186	-1.0474771	-0.8085821	-34.9265382	0.7441661	-1105.8753637	2338.1770061	2586.5096234	0.8253417
0.4309896	0.4201587	-0.9074862	28.4516049	108.3445665	-111.3340642	155.3506323	-1.0275925	-0.7990058	-33.1503827	0.7261305	-1881.7369600	4064.2986216	4478.7785469	1.5308147
0.4322917	0.4127203	-0.9108932	28.0250898	105.4349024	-104.9779369	148.7846964	-0.9956659	-0.7832264	-30.7090197	0.7039808	-2559.9464169	5649.9221396	6202.8175728	2.3492732
0.4335938	0.4052544	-0.9142392	27.5892733	101.7352890	-96.7198930	140.3738106	-0.9507015	-0.7601314	-27.7126917	0.6776544	-3118.8873767	7036.0971802	7696.3707030	3.3270893
0.4348958	0.3977613	-0.9175241	27.1447882	97.4190945	-86.8716546	130.5264890	-0.8917313	-0.7282279	-24.2904926	0.6471014	-3536.5788468	8157.8983604	8891.4956896	4.5094642
0.4361979	0.3902416	-0.9207475	26.6923818	92.6871373	-75.8310899	119.7549983	-0.8181404	-0.6857047	-20.5903963	0.6123910	-3791.5242837	8945.8340754	9716.1516918	5.9251519
0.4375000	0.3826958	-0.9239093	26.2328851	87.7657548	-64.0851910	108.6726250	-0.7301845	-0.6306981	-16.7780869	0.5738647	-3864.5718153	9329.9016892	10098.6128179	7.5494273
0.4388021	0.3751243	-0.9270093	25.7671779	82.9019196	-52.2060612	97.9704093	-0.6297328	-0.5619955	-13.0337319	0.5323430	-3741.5629817	9246.1707673	9974.5158982	9.2329147
0.4401042	0.3675278	-0.9300472	25.2961467	78.3546321	-40.8369854	88.3578392	-0.5211815	-0.4804489	-9.5461132	0.4893599	-3416.3897825	8645.3430291	9295.8956124	10.6045268
0.4414062	0.3599066	-0.9330229	24.8206386	74.3823918	-30.6666578	80.4561005	-0.4122838	-0.3910508	-6.5039289	0.4473457	-2893.9740450	7502.3456006	8041.1613144	11.0288661
0.4427083	0.3522614	-0.9359361	24.3414120	71.2272153	-22.3910867	74.6637594	-0.3143614	-0.3045798	-4.0845369	0.4096066	-2192.6446064	5825.7169715	6224.6822090	9.7817372
0.4440104	0.3445926	-0.9387867	23.8590880	69.0963353	-16.6644385	71.0774723	-0.2411769	-0.2366575	-2.4408727	0.3799182	-1345.4232967	3665.3877577	3904.5142159	6.4849016
0.4453125	0.3369007	-0.9415744	23.3741047	68.1432783	-14.0419027	69.5750056	-0.2060644	-0.2032198	-1.6876804	0.3616674	-399.8375341	1117.4710472	1186.8494408	1.4699066
0.4466146	0.3291863	-0.9442991	22.8866790	68.4504017	-14.9193370	70.0574344	-0.2179584	-0.2146021	-1.8884794	0.3567753	583.9564199	-1675.1291466	1773.9962678	-4.2652382
0.4479167	0.3214498	-0.9469606	22.3967804	70.0151080	-19.4757491	72.6733800	-0.2781650	-0.2713063	-3.0448212	0.3649379	1536.7495094	-4527.1180705	4780.8364414	-9.3785516
0.4492188	0.3136918	-0.9495588	21.9041198	72.7418049	-27.6253870	77.8108745	-0.3797732	-0.3629488	-5.0893323	0.3836562	2385.3445867	-7220.5411210	7604.3463149	-12.6431988
0.4505208	0.3059129	-0.9520933	21.4081574	76.4412542	-38.9862010	85.8090276	-0.5100152	-0.4716276	-7.8837996	0.4090483	3058.6913842	-9519.5722768	9998.8924045	-13.5408118
0.4518229	0.2981134	-0.9545642	20.9081308	80.8382819	-52.8706257	96.5926027	-0.6540296	-0.5792027	-11.2231430	0.4369479	3494.5051497	-11189.4641419	11722.4431764	-12.5086904
0.4531250	0.2902940	-0.9569712	20.4031043	85.5879738	-68.3030333	109.5016238	-0.7980448	-0.6735476	-14.8455824	0.4637481	3645.6760852	-12018.1834258	12558.9683882	-10.4594902
0.4544271	0.2824552	-0.9593141	19.8920381	90.2995514	-84.0659331	123.3737820	-0.9309673	-0.7496631	-18.4486908	0.4867607	3485.7480014	-11838.7876205	12341.2856483	-8.1460441
0.4557292	0.2745975	-0.9615928	19.3738733	94.5662194	-98.7742307	136.7447202	-1.0444980	-0.8071595	-21.7104006	0.5041763	3012.8000367	-10550.3040822	10972.0499583	-5.9411840
0.4570312	0.2667213	-0.9638071	18.8476279	97.9985006	-110.9738740	148.0503524	-1.1324038	-0.8474099	-24.3134648	0.5148217	2251.2016678	-8134.7975523	8440.5473854	-3.9272841
0.4583333	0.2588274	-0.9659569	18.3124970	100.2580344	-119.2583106	155.8018553	-1.1895138	-0.8717382	-25.9714214	0.5178732	1250.9156742	-4668.4808522	4833.1670249	-2.0274414
0.4596354	0.2509161	-0.9680421	17.7679486	101.0885721	-122.3936831	158.7422851	-1.2107569	-0.8804434	-26.4538351	0.5126058	84.2749701	-325.1354661	335.8799516	-0.0732436
0.4609375	0.2429880	-0.9700625	17.2138075	100.3410094	-119.4418880	155.9957781	-1.1903596	-0.8720883	-25.6085165	0.4982029	-1159.5699972	4629.2629220	4772.2822401	2.1971873
0.4622396	0.2350437	-0.9720180	16.6503174	97.9897478	-109.8697727	147.2187408	-1.1212374	-0.8424902	-23.3785660	0.4736254	-2382.0765158	9851.0258057	10134.9394646	5.2125708
0.4635417	0.2270836	-0.9739084	16.0781759	94.1384405	-93.6330057	132.7749440	-0.9946309	-0.7827064	-19.8124519	0.4375444	-3483.9312712	14941.7663345	15342.5603567	9.7511963
0.4648438	0.2191083	-0.9757336	15.4985353	89.0141793	-71.2245723	114.0020342	-0.8001486	-0.6748316	-15.0658747	0.3883608	-4374.0391185	19478.4807320	19963.5525355	17.3012619
0.4661458	0.2111184	-0.9774935	14.9129671	82.9503184	-43.6803820	93.7482325	-0.5265849	-0.4846886	-9.3948520	0.3243771	-4977.9822207	23048.4228755	23579.8664974	30.3028356
0.4674479	0.2031143	-0.9791879	14.3233892	76.3592863	-12.5379256	77.3817820	-0.1641965	-0.1627443	-3.1402150	0.2442385	-5245.0807234	25285.8629626	25824.1309158	48.6615180
0.4687500	0.1950966	-0.9808169	13.7319607	69.6977817	20.2519779	72.5804615	0.2905685	0.2827817	3.2955313	0.1478134	-5153.3087782	25907.4327360	26414.9893495	56.2549149
0.4700521	0.1870659	-0.9823802	13.1409479	63.4275754	52.4559222	82.3084509	0.8270208	0.6910012	9.4773309	0.0376462	-4711.5258389	24742.6713063	25187.2638272	41.2320444
0.4713542	0.1790226	-0.9838777	12.5525732	57.9756412	81.7224711	100.1984893	1.4096001	0.9537755	14.9704615	-0.0791972	-3958.7519584	21756.6226718	22113.8496683	23.9645530
0.4726562	0.1709674	-0.9853094	11.9688555	53.6974682	105.7681645	118.6183912	1.9697049	1.1010154	19.3745705	-0.1898424	-2960.5191937	17061.8925221	17316.8371919	12.9749400
0.4739583	0.1629007	-0.9866751	11.3914573	50.8471286	122.5698541	132.6981522	2.4105561	1.1775609	22.3560851	-0.2767718	-1802.6367168	10918.4095772	11066.2173677	6.2208633
0.4752604	0.1548231	-0.9879748	10.8215492	49.5570256	130.5467562	139.6365079	2.6342734	1.2079890	23.6762870	-0.3229353	-582.9815977	3720.1875887	3765.5893614	1.3959313
0.4765625	0.1467352	-0.9892084	10.2597046	49.8292816	128.7155887	138.0241286	2.5831315	1.2014364	23.2126429	-0.3191082	597.8598601	-4030.4437919	4074.5445847	-3.0465204
0.4778646	0.1386374	-0.9903757	9.7058358	51.5395445	116.8036792	127.6691980	2.2662924	1.1552432	20.9714943	-0.2682636	1646.1479363	-11759.4856133	11874.1443868	-8.5794703
0.4791667	0.1305304	-0.9914768	9.1591774	54.4527229	95.3079301	109.7665731	1.7502877	1.0517210	17.0908840	-0.1833361	2483.7632255	-18866.0547354	19028.8491780	-17.6233303
0.4804688	0.1224146	-0.9925115	8.6183212	58.2489328	65.4917868	87.6476600	1.1243431	0.8438640	11.8330868	-0.0807322	3055.2967500	-24771.6916153	24959.3979037	-35.2216156
0.4817708	0.1142906	-0.9934798	8.0813027	62.5568927	29.3175252	69.0860485	0.4686538	0.4382577	5.5672405	0.0252958	3332.7299989	-28969.9986030	29161.0683670	-65.0861858
0.4830729	0.1061590	-0.9943816	7.5457337	66.9912419	-10.6831716	67.8377229	-0.1594712	-0.1581396	-1.2567179	0.1249185	3317.2328957	-31072.2072757	31248.7775612	-71.6453492
0.4843750	0.0980203	-0.9952168	7.0089728	71.1898759	-51.5917748	87.9187674	-0.7247066	-0.6271159	-8.1408906	0.2123749	3037.9145984	-30844.4645405	30993.7077146	-42.1671136
0.4856771	0.0898750	-0.9959854	6.4683206	74.8474227	-90.3249743	117.3061707	-1.2067880	-0.8788308	-14.5765459	0.2846251	2547.6884543	-28233.2151753	28347.9303583	-21.6981463
0.4869792	0.0817237	-0.9966873	5.9212260	77.7414388	-123.8786099	146.2519788	-1.5934695	-1.0103572	-20.0826737	0.3400502	1916.7229224	-23376.0013947	23454.4509202	-11.5985372
0.4882812	0.0735669	-0.9973226	5.3654864	79.7487158	-149.5732651	169.5052190	-1.8755570	-1.0809623	-24.2429698	0.3775589	1224.2108147	-16596.2210981	16641.3114524	-6.1387647
0.4895833	0.0654052	-0.9978911	4.7994259	80.8501954	-165.2804996	183.9956458	-2.0442808	-1.1158505	-26.7383329	0.3961197	549.3709023	-8381.7802523	8399.7647935	-2.5736951
0.4908854	0.0572392	-0.9983928	4.2220360	81.1242487	-169.6097260	188.0122412	-2.0907402	-1.1246593	-27.3722881	0.3946511	-37.3217242	650.9833224	652.0522963	0.3976339
