Data calculated via numerical differentiation

Frequency:	6.2831853

Step size for numerical diff.:	8

Looped differentiation

Time	Strain	Rate	Stress	G'_t	G"_t	|G*_t|	tan(delta_t)	delta_t	displacement stress	est. elastic stress	dG'_{t}/dt	dG"_{t}/dt	Speed	norm. PAV
[s]	[-]	[1/s]	[Pa]	[Pa]	[Pa]	[Pa]	[]	[rad]	[Pa]	[Pa]	[Pa/s]	[Pa/s]	[Pa/s]	[]

0.2304688	0.8459136	0.3778292	42.6179072	-16.5850951	-1.1398348	16.6242174	0.0687265	3.2102112	56.7160066	4.2656110	-249.3311953	31.8384553	251.3557880	0.0697194
0.2343750	0.8472793	-0.4548066	42.5616914	32.6299277	0.4824542	32.6334942	0.0147856	0.0147846	14.9499506	0.3891125	-1555.5952732	1.6481125	1555.5961463	0.0194661
0.2382812	0.8392371	0.6955350	42.2689949	-7.8221080	-0.2230989	7.8252889	0.0285216	3.1701065	48.8582948	7.0854172	-38.2249795	-2.6520073	38.3168657	0.0289133
0.2421875	0.8678127	0.1425525	42.6146616	6.5863411	-0.5169580	6.6065978	-0.0784894	-0.0783288	36.9106801	-4.7363126	73.9314650	-0.6832049	73.9346217	0.5559055
0.2460938	0.8451461	-0.5140672	42.9430703	29.6592084	-0.9425822	29.6741825	-0.0317804	-0.0317697	17.7995860	0.2450092	480.0666559	0.6479280	480.0670932	0.0063634
0.2500000	0.8532897	0.1271578	42.0488622	202.0188227	4.3774892	202.0662445	0.0216687	0.0216653	-130.4203084	1.4988746	27097.6169061	487.7290307	27102.0058593	0.5135899
0.2539062	0.8475195	0.2538015	42.5057068	71.9669160	1.4071766	71.9806720	0.0195531	0.0195506	-18.5445008	1.1052004	1874.7157816	17.0554872	1874.7933623	0.8535961
0.2578125	0.8662537	0.4827610	42.4839135	10.4595138	-0.3839395	10.4665581	-0.0367072	-0.0366907	33.4528204	-2.3320613	82.4812072	-9.0014985	82.9709378	0.1059051
0.2617188	0.8641387	-0.1321873	42.7809342	1.3597082	-0.3296944	1.3991085	-0.2424744	-0.2378833	41.5990215	-29.7299417	4.5191704	0.0019194	4.5191708	35.4880694
0.2656250	0.8579772	-0.9775561	42.5502545	6.6782354	0.0267227	6.6782889	0.0040015	0.0040014	36.8246384	-4.6561498	-193.3529779	1.1679927	193.3565057	-1.8934424
0.2695312	0.8304955	-0.1065310	42.6186983	22.1977020	-0.5184089	22.2037547	-0.0233542	-0.0233499	24.1748168	-0.2585729	405.5405870	15.9694256	405.8548882	0.9387803
0.2734375	0.8540984	0.9261173	42.1833579	-373.2854972	-8.5131939	373.3825611	0.0228061	3.1643948	362.2607179	1.8245640	-13864.2287052	-515.5240773	13873.8099549	0.0601896
0.2773438	0.8616015	0.2542099	42.7490816	41.4959805	-1.1157796	41.5109789	-0.0268889	-0.0268824	7.0412274	0.6919169	-343.4789126	15.2635499	343.8178869	-0.0160143
0.2812500	0.8661045	-0.4979775	42.3422997	-420.0716934	-9.4365521	420.1776721	0.0224641	3.1640530	405.4203652	1.8312263	-14087.7597957	-234.4910284	14089.7112144	0.8798799
0.2851562	0.8512711	0.4720635	43.1303604	92.3564854	1.3278661	92.3660307	0.0143776	0.0143766	-35.5898103	1.2366237	1830.9952242	89.1975387	1833.1665805	1.0035693
0.2890625	0.8771087	-0.0301437	42.8928198	-88.7783910	-2.0629853	88.8023570	0.0232375	3.1648259	120.7512214	2.2372507	-2663.9630597	17.6343001	2664.0214248	1.7625463
0.2929688	0.8471407	-0.8935963	43.0371784	-89.5608602	2.0547336	89.5844273	-0.0229423	3.1186544	119.2000507	2.1780798	-3610.6247746	168.1161230	3614.5365255	-18.5542758
0.2968750	0.8551661	0.9790733	42.6434720	-20904.5104647	-33.8398453	20904.5378544	0.0016188	3.1432114	17924.7444551	1.7126243	-18260623.5525011	-30187.1908784	18260648.5041647	0.9131355
0.3007812	0.8725075	-0.0102545	43.5597264	21.5974167	0.1997012	21.5983399	0.0092465	0.0092463	24.7161453	-0.2718954	187.9218164	-14.7549459	188.5001791	1.4079506
0.3046875	0.8649192	0.3415871	43.5675896	-75.3634195	-3.8076630	75.4595474	0.0505240	3.1920738	108.9578627	2.3106851	-1934.4858689	-52.5748675	1935.2001689	0.6884344
0.3085938	0.8855750	0.2193802	43.7083169	43.0901947	-0.3101270	43.0913107	-0.0071972	-0.0071970	5.5595449	0.7565539	550.9753449	10.2532975	551.0707403	0.8151086
0.3125000	0.8683622	-0.8217942	44.4375439	-13728.2122900	-155.2188095	13729.0897571	0.0113066	3.1528987	11945.1968295	1.7384826	-19665598.2179238	-223768.6616988	19666871.2733563	0.0303570
0.3164062	0.8608256	0.0694668	43.3316150	-9.2756489	-0.8792718	9.3172303	0.0947936	3.2361038	51.3260518	6.3942446	-959.8725502	-75.1571588	962.8104233	0.1169264
0.3203125	0.8637666	-0.0429029	43.9788147	-60.8358832	7.2454474	61.2658241	-0.1190983	3.0230528	96.5762940	2.4512556	2329.7934480	-443.5164015	2371.6332576	0.0484217
0.3242188	0.8566686	-0.3954722	43.3170870	15.2312163	0.2939341	15.2340522	0.0192981	0.0192957	30.2874835	-1.1318452	-1325.3047641	47.0736769	1326.1405087	132.2300368
0.3281250	0.8544419	0.4907464	43.5579783	299.9548583	-0.5313213	299.9553288	-0.0017713	-0.0017713	-212.6945195	1.5635303	-32739.6803599	75.5955634	32739.7676344	-0.0333378
0.3320312	0.8727099	0.3592197	43.5029591	57.7145071	0.1905986	57.7148219	0.0033024	0.0033024	-6.8759608	0.9918474	111.0409592	36.5969838	116.9163540	0.0847034
0.3359375	0.8709004	0.1522318	43.3867339	1354.9465030	169.1268861	1365.4610685	0.1248218	0.1241796	-1140.7344262	1.7128041	5998358.3266136	803905.7186432	6051988.6829803	-0.0344150
0.3398438	0.8761608	-0.5985540	43.4898864	55.3240362	-0.3458751	55.3251174	-0.0062518	-0.0062517	-5.0158119	0.9668232	-305.1161156	18.4553273	305.6737528	-0.2045236
0.3437500	0.8531871	0.0985848	42.8846898	79.9536949	-0.6681979	79.9564871	-0.0083573	-0.0083571	-25.3202873	1.1698740	-61.8785244	-36.8441544	72.0169667	8.4441156
0.3476562	0.8744828	-0.0263741	42.9000525	-5.5181033	3.9187356	6.7680095	-0.7101599	2.5240805	47.7419881	9.5263665	350.1241557	-26.3027876	351.1107533	-0.6211326
0.3515625	0.8508671	-0.2666417	42.9547053	1.2484802	3.3624903	3.5867874	2.6932669	1.2152767	42.0351097	-32.8181572	6344.3198712	-496.9444902	6363.7527021	-1.0527769
