Time	Relaxation Modulus
0.28571661633274	487.824519565457
0.805602969907556	411.262644212265
1.46501316401347	461.169503996477
2.28025920601489	428.237085407921
3.29266991648757	421.411048964334
4.57765999125178	417.374137863046
6.12785732256531	418.064546851724
8.10301086209736	428.313117176823
10.7088018187358	425.576904016931
13.6203232470345	416.094234560507
17.5558678922993	421.509813950195
22.0437450132882	408.150316636941
28.406506041773	408.164808696584
35.6829030047631	404.249048724061
44.8231670933037	400.370854891087
58.4877299346011	396.531978690612
71.6319357664368	393.360000160607
88.8495498194539	390.214087987918
111.598709714789	384.606109614803
140.184995942605	380.916361804288
178.31968613266	374.837956201542
221.148401541373	368.855236021938
274.27177953252	363.553571880892
340.136181474799	357.174738891884
432.663829071839	351.475186045805
536.517483214576	343.642424813883
665.279837784098	335.443058066445
846.20679274081	329.027804170841
1049.23163921655	320.143353483458
1300.92854448408	310.997078288785
1633.53830843779	301.626036703454
2025.22355605684	291.595241233644
2511.04811803348	283.264565950961
3152.67854550488	272.963440632547
