Angular Frequency	Storage Modulus	Loss Modulus
0.3	9.61979	3.86233
0.475468	10.824	4.1488
0.753566	12.0952	4.46233
1.19432	13.441	4.78351
1.89287	14.8854	5.10011
3.0	16.448	5.4214
4.75468	18.0836	5.70832
7.53566	19.8096	6.01071
11.9432	21.6394	6.29256
18.9287	23.5547	6.55782
30.0	25.5892	6.80105
