Angular Frequency	Storage Modulus	Loss Modulus
0.3	75.0632	4.74962
0.475468	76.5945	4.52688
0.753566	78.21	4.19
1.19432	79.566	3.83933
1.89287	80.7212	3.55231
3.0	81.6569	3.26586
4.75468	82.679	3.05524
7.53566	83.4552	2.92981
11.9432	84.264	2.78237
18.9287	85.1219	2.53636
30.0	85.9014	2.35462
