Angular Frequency	Storage Modulus	Loss Modulus
0.3	0.21866	0.0289632
0.475468	0.236923	0.0326661
0.753566	0.247375	0.035207
1.19432	0.257987	0.0384948
1.89287	0.268072	0.0418091
3.0	0.279399	0.0464151
4.75468	0.292091	0.0521121
7.53566	0.305569	0.0580809
11.9432	0.321245	0.0657321
18.9287	0.337945	0.074471
30.0	0.358115	0.0866628
