Angular Frequency	Storage Modulus	Loss Modulus
0.3	1.23919	0.612103
0.475468	1.40585	0.702101
0.753566	1.59621	0.806713
1.19432	1.81575	0.927132
1.89287	2.06749	1.06457
3.0	2.36	1.22229
4.75468	2.69569	1.40151
7.53566	3.08025	1.60445
11.9432	3.52175	1.83058
18.9287	4.02668	2.08255
30.0	4.6046	2.36062
