Shear Rate	Viscosity
0.1	7347.999999999999
0.178	4264.943820224719
0.316	2478.4493670886077
0.562	1436.0498220640568
1.0	831.83
1.78	481.7865168539326
3.16	279.98417721518985
5.62	162.52313167259786
10.0	94.353
17.8	54.74999999999999
31.6	31.816455696202528
56.2	18.243772241992882
