Angular Frequency	Storage Modulus	Loss Modulus
0.3	77.6574	3.57905
0.475468	78.8457	3.35772
0.753566	80.0251	3.18834
1.19432	80.8404	2.79635
1.89287	81.7309	2.58417
3.0	82.6422	2.48452
4.75468	83.2817	2.34714
7.53566	83.9706	2.19451
11.9432	84.5872	2.09113
18.9287	85.241	1.92297
30.0	85.8424	1.79801
