Angular Frequency	Storage Modulus	Loss Modulus
0.3	2.63805	1.3006
0.475468	3.0059	1.47702
0.753566	3.43499	1.67524
1.19432	3.92483	1.89665
1.89287	4.48151	2.1374
3.0	5.10973	2.41018
4.75468	5.82875	2.70726
7.53566	6.62715	3.02361
11.9432	7.5268	3.36901
18.9287	8.53758	3.733
30.0	9.66712	4.11596
