Angular Frequency	Storage Modulus	Loss Modulus
0.3	55.6224	7.008
0.475468	57.9442	6.64442
0.753566	60.0243	6.34043
1.19432	61.8151	6.0248
1.89287	63.5459	5.71643
3.0	65.1771	5.46482
4.75468	66.7282	5.17678
7.53566	68.2129	4.93063
11.9432	69.6702	4.69736
18.9287	71.0049	4.39215
30.0	72.2914	4.10464
