Angular Frequency	Storage Modulus	Loss Modulus
0.3	0.373848	0.109386
0.475468	0.403461	0.124197
0.753566	0.438204	0.141848
1.19432	0.476336	0.162394
1.89287	0.519301	0.186999
3.0	0.569341	0.216642
4.75468	0.626948	0.25356
7.53566	0.693494	0.2969
11.9432	0.769879	0.348558
18.9287	0.850328	0.406309
30.0	0.944505	0.474305
