time
0.5
1.0
1.5
2.0
2.4999999999999996
2.999999999999999
3.500000000000001
4.0
4.500000000000001
5.000000000000002
5.500000000000001
6.000000000000002
6.5
6.999999999999998
7.500000000000001
8.0
8.500000000000004
9.000000000000002
9.5
10.0
