strain
0.983779963185571
1.48051534465531
1.67890819526494
1.81235084910146
1.88376044162602
1.97968605140122
2.02866076004482
2.07337288169807
2.10988126364416
2.14394408355378
2.17347713702913
2.20606279242695
2.23353620972926
2.25948332607032
2.28034277254059
2.30069345202377
2.32463006864125
2.33681590810643
2.35566485485311
2.37242959720201
