Time	Relaxation Modulus
0.2009	92657.0
0.3008	81822.0
0.4018	74767.0
0.5029	69591.0
0.604	65506.0
0.7048	62169.0
0.8059	59349.0
0.908	56884.0
1.01	54727.0
1.112	52820.0
1.214	51087.0
1.316	49533.0
1.419	48097.0
1.522	46790.0
1.625	45575.0
1.728	44428.0
1.832	43381.0
1.935	42379.0
2.039	41460.0
2.143	40580.0
2.248	39762.0
2.352	38973.0
2.457	38208.0
2.562	37508.0
2.667	36828.0
2.772	36201.0
2.878	35554.0
2.984	34994.0
3.09	34430.0
3.196	33909.0
3.302	33387.0
3.409	32878.0
3.516	32384.0
3.623	31936.0
3.73	31475.0
3.838	31036.0
3.945	30613.0
4.053	30206.0
4.162	29825.0
4.27	29448.0
4.378	29071.0
4.487	28713.0
4.596	28383.0
4.706	28007.0
4.815	27710.0
4.925	27385.0
5.035	27075.0
5.145	26766.0
5.255	26474.0
5.366	26189.0
5.476	25901.0
5.588	25625.0
5.699	25353.0
5.81	25091.0
5.922	24836.0
6.034	24574.0
6.146	24334.0
6.258	24088.0
6.371	23843.0
6.484	23613.0
6.597	23381.0
6.71	23155.0
6.824	22944.0
6.937	22734.0
7.051	22503.0
7.165	22313.0
7.28	22101.0
7.394	21908.0
7.509	21688.0
7.624	21525.0
7.74	21335.0
7.855	21136.0
7.971	20961.0
8.087	20783.0
8.204	20604.0
8.32	20435.0
8.437	20286.0
8.554	20105.0
8.671	19944.0
8.788	19790.0
8.906	19634.0
9.024	19483.0
9.142	19329.0
9.261	19167.0
9.379	19022.0
9.498	18887.0
9.617	18741.0
9.737	18605.0
9.856	18444.0
9.976	18322.0
10.1	18179.0
10.22	18040.0
10.34	17910.0
10.46	17779.0
10.58	17652.0
10.7	17517.0
10.82	17392.0
10.94	17279.0
11.06	17158.0
11.19	17049.0
11.31	16922.0
11.43	16796.0
11.56	16678.0
11.68	16564.0
11.8	16462.0
11.93	16359.0
12.05	16238.0
12.17	16148.0
12.3	16023.0
12.42	15917.0
12.55	15825.0
12.67	15700.0
12.8	15614.0
12.92	15513.0
13.05	15414.0
13.18	15310.0
13.3	15215.0
13.43	15138.0
13.56	15029.0
13.68	14943.0
13.81	14849.0
13.94	14733.0
14.07	14666.0
14.2	14565.0
14.32	14476.0
14.45	14387.0
14.58	14301.0
14.71	14221.0
14.84	14126.0
14.97	14040.0
15.1	13968.0
15.23	13890.0
15.36	13801.0
15.49	13719.0
15.63	13656.0
15.76	13581.0
15.89	13506.0
16.02	13417.0
16.15	13338.0
16.28	13268.0
16.42	13190.0
16.55	13116.0
16.68	13026.0
16.82	12966.0
16.95	12897.0
17.09	12825.0
17.22	12753.0
17.36	12683.0
17.49	12619.0
17.63	12550.0
17.76	12469.0
17.9	12386.0
18.03	12337.0
18.17	12280.0
18.3	12201.0
18.44	12146.0
18.58	12087.0
18.72	12033.0
18.85	11973.0
18.99	11907.0
19.13	11831.0
19.27	11789.0
19.41	11726.0
19.55	11681.0
19.69	11609.0
19.83	11564.0
19.96	11500.0
20.11	11444.0
20.25	11374.0
20.39	11317.0
20.53	11255.0
20.67	11194.0
20.81	11142.0
20.95	11079.0
21.1	11027.0
21.24	10975.0
21.38	10894.0
21.52	10859.0
21.67	10795.0
21.81	10714.0
21.95	10666.0
22.1	10626.0
22.24	10559.0
22.39	10527.0
22.53	10455.0
22.68	10402.0
22.82	10329.0
22.97	10283.0
23.12	10247.0
23.26	10184.0
23.41	10157.0
23.56	10112.0
23.7	10068.0
23.85	10009.0
24.0	9974.0
24.15	9922.1
24.3	9892.1
24.44	9828.3
24.59	9793.9
24.74	9749.2
24.89	9701.5
25.04	9649.2
25.19	9610.1
25.34	9546.7
25.49	9509.7
25.65	9459.1
25.8	9405.7
25.95	9368.9
26.1	9325.6
26.25	9278.7
26.41	9242.8
26.56	9203.8
26.71	9156.6
26.87	9122.5
27.02	9089.7
27.18	9050.4
27.33	9010.1
27.49	8993.5
27.64	8934.5
27.8	8905.5
27.95	8871.2
28.11	8839.3
28.27	8789.3
28.42	8762.9
28.58	8734.6
28.74	8711.1
28.89	8668.7
29.05	8628.5
29.21	8592.2
29.37	8539.9
29.53	8520.8
29.69	8468.9
29.85	8436.3
30.01	8390.4
30.17	8354.6
30.33	8314.5
30.49	8290.8
30.65	8251.0
30.81	8211.8
30.98	8183.5
31.14	8140.5
31.3	8096.5
31.46	8060.4
31.63	8032.0
31.79	7996.3
31.95	7962.0
32.12	7927.7
32.28	7889.0
32.45	7846.7
32.61	7813.7
32.78	7778.7
32.95	7750.5
33.11	7703.6
33.28	7685.5
33.44	7640.0
33.61	7603.2
33.78	7571.5
33.95	7540.7
34.12	7502.1
34.28	7486.4
34.45	7463.3
34.62	7426.6
34.79	7402.2
34.96	7390.5
35.13	7352.4
35.3	7326.5
35.47	7310.8
35.65	7279.6
35.82	7245.6
35.99	7215.5
36.16	7187.8
36.34	7175.0
36.51	7138.2
36.68	7108.7
36.86	7072.0
37.03	7056.8
37.2	7018.3
37.38	7001.3
37.55	6958.8
37.73	6942.6
37.91	6899.4
38.08	6875.0
38.26	6859.3
38.44	6831.0
38.61	6813.8
38.79	6791.7
38.97	6768.4
39.15	6736.0
39.33	6712.1
39.51	6680.9
39.68	6640.1
39.87	6641.9
40.04	6613.1
40.23	6590.2
40.41	6585.9
40.59	6540.2
40.77	6512.2
40.95	6491.0
41.13	6474.5
41.32	6440.3
41.5	6420.9
41.68	6396.2
41.87	6366.5
42.05	6348.2
42.24	6305.2
42.42	6301.9
42.61	6268.2
42.79	6240.9
42.98	6214.8
43.16	6189.4
43.35	6171.8
43.54	6152.0
43.73	6132.7
43.91	6104.2
44.1	6089.0
44.29	6041.9
44.48	6029.9
44.67	6014.5
44.86	5993.1
45.05	5959.5
45.24	5939.7
45.43	5920.1
45.62	5904.1
45.81	5876.0
46.01	5861.1
