Angular Frequency,Storage Modulus,Loss Modulus
0.0453381603934745,116.240787940274,5987.99178451946
0.0453381603934745,117.694027732533,6011.99783425234
0.0482162184723512,141.402398673334,6522.50148119338
0.0562613604010241,180.819714789087,7709.52187008547
0.0665475207231495,265.9152888227,8835.14607371965
0.0665475207231495,238.202557847542,8782.25918254568
0.0707705553051052,305.250979535643,9563.61245360153
0.0825799988734128,351.792590672873,11204.3469500345
0.0976784509174388,513.085623869305,12875.8885138147
0.0976784509174388,525.585325626769,12955.9086795909
0.103879375715435,634.410990205289,14020.5522263765
0.121210202155436,812.382048163547,16410.5062516865
0.133010229799646,1059.30854990042,18512.4452655607
0.143369978645953,1109.61296543082,18997.8910817089
0.143369978645953,1094.62068149803,18864.5241387485
0.152473361262614,1362.53930308363,20496.0335629082
0.177912786266401,1773.41211914932,23943.6947837667
0.195217297635715,2283.96860739774,27287.071450722
0.210443224782816,2374.02356189779,27572.9256280547
0.210443224782816,2338.42838470766,27705.3727989947
0.223799069921162,2823.20347371366,29925.7098468676
0.286536470916945,4830.82982108565,39999.9958586964
0.308886972188571,4980.38153615286,40036.7562767227
0.308886972188571,4968.79240869561,40235.4270331327
0.328493108545791,5912.66445346074,43273.7315192959
0.346352524721873,6714.74826857067,46490.4224035519
0.420578232011892,10193.9611703219,57671.4291459624
0.453381603934745,10370.4295301993,57489.4303641314
0.453381603934745,10643.6018202631,57950.2361463602
0.482162184723512,12231.8869254099,61804.4180255393
0.508367542758415,13801.5063845857,66179.6282225986
0.617314172943467,21185.1528237004,82199.2482223763
0.665475207231495,20966.2032054008,80765.1811127988
0.665475207231495,21177.7507700967,81164.3621696597
0.707705553051052,24309.8897410181,85990.8205179512
0.74619879338328,27221.7665441096,91742.7771690163
0.906114281980656,40341.0842518304,111500.26845405
1.03879375715435,45368.2652360412,114776.648069991
1.09526493987535,49995.332931376,121399.410068031
1.32998768340809,69799.9215012236,142350.949982292
1.52473361262614,77291.6188045937,144689.059290086
1.60762032680041,83792.6142644396,151633.807864821
1.95214432271006,108374.473328912,170808.921887057
2.23799069921162,117939.821438137,171666.273601
2.35967110452291,126155.161947669,178714.080964578
2.86536470916945,153632.321313412,196904.729397579
3.28493108545791,163288.138734019,195347.328276038
3.46352524721873,172484.439039597,202571.447831852
4.20578232011892,201038.517087502,222267.45140644
5.08367542758415,220041.957835977,226920.111380908
6.17314172943467,250633.787623497,251458.508812866
7.4619879338328,268660.677465003,256849.905234993
9.06114281980656,301970.136225937,287786.968117409
10.9526493987535,320698.821999224,296192.943511998
13.2998768340809,359059.169667802,336598.24443635
16.0762032680041,378249.315303025,347651.357961718
19.5214432271006,422236.885470686,401069.04161022
23.5967110452291,444702.104480693,415322.562910203
28.6536470916945,495382.527747547,485292.420356627
42.0578232011892,580522.263371031,597831.226604698
61.7314172943467,682217.513240364,747003.944449671
90.6114281980656,802657.352117449,940283.973311259
132.998768340809,946331.928699963,1199409.33466233
195.214432271006,1125184.42761914,1546810.4085051
286.536470916945,1348266.41847187,2017206.9387377
