0.000000000000000000e+00,0.000000000000000000e+00,9.999999879049626950e-01,6.538221503613055419e-16,7.250000000000029843e+01,6.689533281728375297e-13,7.250000000000029843e+01,9.226942457556341192e-15,9.226942457556341192e-15,-6.682994979314608028e-13,9.217924109399421810e-15,-2.062938954643085939e-14,1.130973368972380513e+03,1.130973368972380513e+03,2.482758620691598583e+00
1.302083333333333261e-03,8.181139603937128205e-03,9.999665218227685726e-01,5.931161941187013120e-01,7.250602298771235610e+01,1.472457304493083097e+00,7.252097282861163308e+01,2.030806881716049062e-02,2.030527770572277887e-02,-1.472473711376525607e+00,2.848943470413958789e-02,9.249864182522390621e+00,1.130594903089792524e+03,1.130632740937574454e+03,2.480286377579829171e+00
2.604166666666666522e-03,1.636173162648678001e-02,9.998661258161435361e-01,1.186094138779978602e+00,7.252408066356817073e+01,2.943929170267878703e+00,7.258380669994717493e+01,4.059243693035512884e-02,4.057016360568595215e-02,-2.944060459647880990e+00,5.695597884356048968e-02,1.848239281551232693e+01,1.129459849920366878e+03,1.129611062014853132e+03,2.472891698894899015e+00
3.906250000000000000e-03,2.454122852291228812e-02,9.996988066048096977e-01,1.778795653143127042e+00,7.255413917910864541e+01,4.413431055533219016e+00,7.268824860803439947e+01,6.082948685585162774e-02,6.075462536255735180e-02,-4.413873815983726523e+00,8.537681786244737114e-02,2.768027090212043007e+01,1.127569242546216628e+03,1.127908947625411656e+03,2.460640247902321498e+00
5.208333333333333044e-03,3.271908282177613675e-02,9.994645753878041994e-01,2.371082693560520482e+00,7.259614216482675886e+01,5.879980211430567039e+00,7.283387964747279852e+01,8.099576693869348087e-02,8.081934163469965682e-02,-5.881028419778024485e+00,1.137292886592347618e-01,3.682622452832072213e+01,1.124924801595895360e+03,1.125527423059329521e+03,2.443639854543521395e+00
6.510416666666666088e-03,4.089474716158344320e-02,9.991634478427294797e-01,2.962817422073302343e+00,7.265001079700368791e+01,7.342596576207209402e+00,7.302011909936659606e+01,1.010680727456965688e-01,1.007260380467751015e-01,-7.344640511957887696e+00,1.419909539120551567e-01,4.590304134799443148e+01,1.121528933483268929e+03,1.122467922857982785e+03,2.422038171266197804e+00
7.812500000000000000e-03,4.906767432741801493e-02,9.987954441247041126e-01,3.553862274786125042e+00,7.271564389117651217e+01,8.800303666638358280e+00,7.324623001311019266e+01,1.210235266541620780e-01,1.204378006178049854e-01,-8.803828467326949792e+00,1.701396747418326694e-01,5.489359100048782381e+01,1.117384727944528549e+03,1.118732289949922233e+03,2.396019524718124849e+00
9.114583333333332177e-03,5.723731728756861759e-02,9.983605888650137761e-01,4.144080030080703025e+00,7.279291802213535334e+01,1.025212946578672479e+01,7.351132615291720640e+01,1.408396550701428163e-01,1.399193605543110341e-01,-1.025771332562342231e+01,1.981536811913234830e-01,6.378084543824910213e+01,1.112495954875976167e+03,1.114322774540764613e+03,2.365801086473293680e+00
1.041666666666666609e-02,6.540312923014306168e-02,9.978589111694625702e-01,4.733333876628127435e+00,7.288168767031780249e+01,1.169710730619125272e+01,7.381438015052559365e+01,1.604944627394390144e-01,1.591373454172738122e-01,-1.170541932097296112e+01,2.260116400253750490e-01,7.254789914224593872e+01,1.106867060475920425e+03,1.109242032757755851e+03,2.331628507437632614e+00
1.171875000000000000e-02,7.356456359966742631e-02,9.972904446164249093e-01,5.321487481159907773e+00,7.298178539444077728e+01,1.313427674758122521e+01,7.415423268460311590e+01,1.799665036501244542e-01,1.780604929139874282e-01,-1.314607440941716199e+01,2.536927193904208733e-01,8.117798920298554322e+01,1.100503162694758657e+03,1.103493125049815035e+03,2.293771173533482255e+00
