1.379179156854597361e-02,2.515675864845795580e-19,9.999048887195870483e-01,9.225190837969547931e-15,-1.000000000000000222e+00,-1.269924200425243870e-16,9.999048887195870483e-01,9.226064871244908286e-15,-1.379179156854597361e-02
1.379293727396088340e-02,-1.128457205259982623e-04,9.999048665484132625e-01,2.029846510784626482e-02,-9.997938877562219107e-01,-3.928352894085335579e-04,9.996988182425855518e-01,2.030195239730444787e-02,-1.378780378579039234e-02
1.379637522541812128e-02,-2.257628072076740323e-04,9.999047999993770919e-01,4.054821553844727144e-02,-9.991772745020909285e-01,-7.850702013629117133e-04,9.990823300645885752e-01,4.055518647137905386e-02,-1.377587031677422746e-02
1.380210792995365671e-02,-3.388227277809616514e-04,9.999046889658278481e-01,6.070106440190466829e-02,-9.981552973059882872e-01,-1.176112439413290901e-03,9.980605605859624863e-01,6.071151175150771989e-02,-1.375608024405237072e-02
1.381013957062668905e-02,-4.520971534042501233e-04,9.999045332696536725e-01,8.070986686686225375e-02,-9.967364079625391504e-01,-1.565385661143108009e-03,9.966419605030550910e-01,8.072377995422801156e-02,-1.372858020802562515e-02
1.382047601353335840e-02,-5.656580610255392471e-04,9.999043326607387483e-01,1.005290080206330122e-01,-9.949322122269643742e-01,-1.952336944914477438e-03,9.948381340646059723e-01,1.005463729038346271e-01,-1.369357173042066826e-02
1.383312481765599372e-02,-6.795778365397554376e-04,9.999040868162022422e-01,1.201148526208534878e-01,-9.927572529127373091e-01,-2.336443670653426136e-03,9.926636221992068965e-01,1.201356523398427745e-01,-1.365130760149479983e-02
1.384809524757785355e-02,-7.939293790046914219e-04,9.999037953394092071e-01,1.394261467310009828e-01,-9.902287444449680009e-01,-2.717219661278720035e-03,9.901356371052196792e-01,1.394503616025552228e-01,-1.360208745587218604e-02
1.386539828910251897e-02,-9.087862061884551673e-04,9.999034577587557759e-01,1.584243632978348248e-01,-9.873662678628426503e-01,-3.094220463489930854e-03,9.872737572952905438e-01,1.584519712538549618e-01,-1.354625268505373938e-02
1.388504666782575635e-02,-1.024222561726835165e-03,9.999030735262174341e-01,1.770739860344754946e-01,-9.841914361800908617e-01,-3.467047682446899350e-03,9.840995930031140038e-01,1.771049629962808958e-01,-1.348418084984360533e-02
1.390705487071732145e-02,-1.140313524175750985e-03,9.999026420156561512e-01,1.953427283747596332e-01,-9.807275404227567828e-01,-3.835352322150434572e-03,9.806364322703536862e-01,1.953770486556614949e-01,-1.341627976286778948e-02
1.393143917077959044e-02,-1.257135118251915358e-03,9.999021625208766029e-01,2.132016866238448660e-01,-9.769991865849168011e-01,-4.198837119906223374e-03,9.769088779529946365e-01,2.132393233522046905e-01,-1.334298141028352966e-02
1.395821765485959730e-02,-1.374764428564040266e-03,9.999016342534227109e-01,2.306254286235996376e-01,-9.730319332234886875e-01,-4.557257897201447139e-03,9.729424853669823570e-01,2.306663541787718208e-01,-1.326473587346820200e-02
1.398741025470181219e-02,-1.493279716147556755e-03,9.999010563401040663e-01,2.475920211796088510e-01,-9.688519385254601435e-01,-4.910423979100451454e-03,9.687634094052908207e-01,2.476362076335925089e-01,-1.318200539711126412e-02
1.401903878133924260e-02,-1.612760538127722045e-03,9.999004278202374696e-01,2.640830010888380319e-01,-9.644856245130054573e-01,-5.258197758775384582e-03,9.643980687908701999e-01,2.641304206470816429e-01,-1.309525873114560438e-02
1.405312696293187745e-02,-1.733287870849479139e-03,9.998997476425925957e-01,2.800832958226382452e-01,-9.599593646991824158e-01,-5.600493502409668346e-03,9.598728337773145824e-01,2.801339212582060201e-01,-1.300496585189611295e-02
1.408970048617332743e-02,-1.854944236827443587e-03,9.998990146620247987e-01,2.955811007472729512e-01,-9.552992000628077740e-01,-5.937275502278120676e-03,9.552137421651976101e-01,2.956349058234459815e-01,-1.291159314421967165e-02
1.412878704139866777e-02,-1.977813835886053223e-03,9.998982276357776255e-01,3.105677202173109386e-01,-9.505305867611790749e-01,-6.268555692545308734e-03,9.504462470522785367e-01,3.106246800946104170e-01,-1.281559910265903622e-02
1.417041637153983354e-02,-2.101982680878367645e-03,9.998973852194367185e-01,3.250373799899583527e-01,-9.456781776157588970e-01,-6.594390843774444733e-03,9.455949983524238878e-01,3.250974716145087484e-01,-1.271743058691733250e-02
1.421462032508861301e-02,-2.227538738392348394e-03,9.998964859625133483e-01,3.389870182287284539e-01,-9.407656381451231509e-01,-6.914879449062434451e-03,9.406836588574339908e-01,3.390502206997781931e-01,-1.261751964620601817e-02
1.426143291324187719e-02,-2.354572074875778843e-03,9.998955283036350394e-01,3.524160619491373270e-01,-9.358154968206378044e-01,-7.230158408000264200e-03,9.357347545172847170e-01,3.524823568644070426e-01,-1.251628090887651167e-02
1.431089037141967946e-02,-2.483175008635570783e-03,9.998945105653165299e-01,3.653261951664301121e-01,-9.308490283064236870e-01,-7.540399605229509451e-03,9.307695577005065113e-01,3.653955669447339627e-01,-1.241410951859856122e-02
1.436303122536303212e-02,-2.613442268194028726e-03,9.998934309482835348e-01,3.777211242931934887e-01,-9.258861677244859534e-01,-7.845806469125091512e-03,9.258080014758487408e-01,3.777935604744685483e-01,-1.231137958634090195e-02
1.441789636203637606e-02,-2.745471157514103953e-03,9.998922875253198894e-01,3.896063455555896504e-01,-9.209454534546619442e-01,-8.146610583901991304e-03,9.208686224252143893e-01,3.896818370790594011e-01,-1.220844311849056396e-02
1.447552910557846698e-02,-2.879361728637767296e-03,9.998910782345991066e-01,4.009889183960989589e-01,-9.160439956242554249e-01,-8.443068415923325049e-03,9.159685291431360898e-01,4.010674598577961270e-01,-1.210562937541172050e-02
1.453597529856616617e-02,-3.015216962316799847e-03,9.998898008724709241e-01,4.118772480450119122e-01,-9.111974672445348755e-01,-8.735458202752042350e-03,9.111233933803846163e-01,4.119588379362851827e-01,-1.200324461128493385e-02
1.459928338887707400e-02,-3.153142957253531053e-03,9.998884530856541053e-01,4.222808797006695758e-01,-9.064201148875554725e-01,-9.024077041973865496e-03,9.063474607256093440e-01,4.223655206296105247e-01,-1.190157214481094537e-02
1.466550452246098701e-02,-3.293249128610962854e-03,9.998870323627957468e-01,4.322103060796292362e-01,-9.017247858424271012e-01,-9.309238206331870921e-03,9.016535777645731109e-01,4.322980049775917433e-01,-1.180087271091386468e-02
1.473469264235517315e-02,-3.435648416497267578e-03,9.998855360253461333e-01,4.416767894950268114e-01,-8.971229688209099162e-01,-9.591268702441967456e-03,8.970532327872750011e-01,4.417675578105695333e-01,-1.170138504554110032e-02
1.480690459430595955e-02,-3.580457505179410020e-03,9.998839612176948499e-01,4.506921991006704320e-01,-8.926248454752634398e-01,-9.870507082395667264e-03,8.925566073063023742e-01,4.507860529833588870e-01,-1.160332665866351670e-02
1.488220023938873621e-02,-3.727797053834957467e-03,9.998823048965114202e-01,4.592688635009958276e-01,-8.882393502263622453e-01,-1.014730151091387984e-02,8.881726358847915614e-01,4.593658239775518792e-01,-1.150689475429612398e-02
1.496064257405031739e-02,-3.877791939710309790e-03,9.998805638192213019e-01,4.674194385702017396e-01,-8.839742361597348053e-01,-1.042200808534561249e-02,8.839090720320099681e-01,4.675195317155058650e-01,-1.141226726050349229e-02
1.504229785803216750e-02,-4.030571514618211913e-03,9.998787345315509612e-01,4.751567900422077884e-01,-8.798361450170619769e-01,-1.069498940161845400e-02,8.797725581944094708e-01,4.752600471476442490e-01,-1.131960393668788450e-02
1.512723575067071412e-02,-4.186269875778003344e-03,9.998768133540605341e-01,4.824938902193229295e-01,-8.758306795794041921e-01,-1.096661335612802816e-02,8.757686981387080571e-01,4.826003479609252134e-01,-1.122904752979569931e-02
1.521552945611120630e-02,-4.345026152078940683e-03,9.998747963675792549e-01,4.894437279934690244e-01,-8.719624769974293477e-01,-1.123725217136915464e-02,8.719021302825366027e-01,4.895534286022777959e-01,-1.114072495527543803e-02
1.530725587801629387e-02,-4.506984806931285149e-03,9.998726793974496152e-01,4.960192312709484352e-01,-8.682352818670902028e-01,-1.150728163172909553e-02,8.681766007713306310e-01,4.961322227079436598e-01,-1.105474848257725212e-02
1.540249578439809551e-02,-4.672295958961639184e-03,9.998704579964764472e-01,5.022332008317410557e-01,-8.646520180724984739e-01,-1.177708051514940284e-02,8.645950353234257424e-01,5.023495369696562296e-01,-1.097121690863044757e-02
1.550133398325496265e-02,-4.841115721909696086e-03,9.998681274264656915e-01,5.080982546292267532e-01,-8.612148586188843602e-01,-1.204703020619541862e-02,8.611596090664453973e-01,5.082179954435128710e-01,-1.089021670603259988e-02
1.560385950975138290e-02,-5.013606565193697712e-03,9.998656826382279483e-01,5.136267815389281566e-01,-8.579252928566026837e-01,-1.231751447633883979e-02,8.578718137661139886e-01,5.137499933100944105e-01,-1.081182313561386034e-02
1.571016582574107437e-02,-5.189937696732261664e-03,9.998631182499090331e-01,5.188309035888952758e-01,-8.547841906522493094e-01,-1.258891941785918005e-02,8.547325220037308435e-01,5.189576591184322796e-01,-1.073610131560304506e-02
1.582035103250193503e-02,-5.370285469742580586e-03,9.998604285234924394e-01,5.237224457442993808e-01,-8.517918631959583431e-01,-1.286163351862197428e-02,8.517420479915371878e-01,5.238528245863827149e-01,-1.066310724183026741e-02
1.593451809762495494e-02,-5.554833815379582769e-03,9.998576073393050656e-01,5.283129123698643292e-01,-8.489481202463043941e-01,-1.313604786602031067e-02,8.489002048275571255e-01,5.284470010810449203e-01,-1.059288875527562845e-02
1.605277509708110187e-02,-5.743774703239762532e-03,9.998546481683429077e-01,5.326134695521915763e-01,-8.462523237076096105e-01,-1.341255646951706668e-02,8.462063580848699917e-01,5.327513619613090112e-01,-1.052548645484189041e-02
1.617523547357869323e-02,-5.937308631927964465e-03,9.998515440422061085e-01,5.366349325266092096e-01,-8.437034375107757000e-01,-1.369155669244840820e-02,8.436594757066004924e-01,5.367767300272154873e-01,-1.046093455452026290e-02
1.630201831242128127e-02,-6.135645152077131605e-03,9.998482875204164344e-01,5.403877575174446113e-01,-8.413000738300057124e-01,-1.397344978501008188e-02,8.412581742391623818e-01,5.405335693850980006e-01,-1.039926168516438869e-02
1.643324863618366230e-02,-6.339003424422404512e-03,9.998448706548663800e-01,5.438820373646745532e-01,-8.390405357158219335e-01,-1.425864151161982882e-02,8.390007614843456585e-01,5.440319811015630336e-01,-1.034049164191833473e-02
1.656905771964046342e-02,-6.547612815763184831e-03,9.998412849511155720e-01,5.471275003722649855e-01,-8.369228562615116385e-01,-1.454754286711097168e-02,8.368852756875821974e-01,5.472817020817415390e-01,-1.028464407898942862e-02
1.670958342651190573e-02,-6.761713535903144702e-03,9.998375213262257200e-01,5.501335118732041396e-01,-8.349448344472144568e-01,-1.484057087745364704e-02,8.349095214068212867e-01,5.502921066669700378e-01,-1.023173515394392233e-02
1.685497056973340319e-02,-6.981557318940749893e-03,9.998335700627858369e-01,5.529090780624876800e-01,-8.331040678248745612e-01,-1.513814948191153330e-02,8.330711022254844167e-01,5.530722105033384350e-01,-1.018177812405749935e-02
1.700537129711283610e-02,-7.207408152595035783e-03,9.998294207587458127e-01,5.554628517017190514e-01,-8.313979822195938230e-01,-1.544071049472203576e-02,8.313674504853082459e-01,5.556306762849849701e-01,-1.013478389749595567e-02
