"Tx","Ty","Tz","Nx","Ny","Nz","Bx","By","Bz"
9.09942129872409,8.03623834144673e-12,454.971064936204,3.30418644101646e-16,-1,1.76565771806291e-14,0.999800059980007,-2.27083582933529e-17,-0.0199960011996001
9.08989746107095,-4.87439076060573,454.494873053548,-0.000214398972960849,-0.999942516714868,-0.0107199486480407,0.999800059980007,-3.43799755430608e-17,-0.0199960011996001
9.06136844400015,-9.7270332228439,453.068422200007,-0.000429114205421628,-0.9997697076616,-0.0214557102710772,0.999800059980007,-8.34481095726428e-17,-0.0199960011996001
9.0139615103789,-14.5362941333246,450.698075518945,-0.000644463954959292,-0.999480490151312,-0.0322231977479648,0.999800059980007,3.22865608946709e-18,-0.0199960011996001
8.94788801687235,-19.2807697069794,447.394400843617,-0.000860770503171836,-0.999073042588135,-0.0430385251585947,0.999800059980007,5.86014441411624e-17,-0.0199960011996001
8.86344229601813,-23.9393988102054,443.172114800906,-0.00107836223800868,-0.998544778336944,-0.0539181119004299,0.999800059980007,-7.89769635643347e-17,-0.0199960011996001
8.76100009959886,-28.4915742921899,438.050004979943,-0.00129757582237704,-0.997892308197603,-0.0648787911188566,0.999800059980007,9.66907718611158e-17,-0.0199960011996001
8.64101661172415,-32.917251862872,432.050830586208,-0.00151875848101602,-0.997111390499342,-0.0759379240508029,0.999800059980007,3.38637938163148e-17,-0.0199960011996001
8.50402404236029,-37.1970559291942,425.201202118014,-0.00174227044052828,-0.996196867478444,-0.087113522026423,0.999800059980007,1.75837939996243e-16,-0.0199960011996001
8.35062881431128,-41.3123818177181,417.531440715564,-0.00196848756130021,-0.995142586195183,-0.0984243780650095,0.999800059980007,-2.11138470659312e-17,-0.0199960011996001
8.1815083588537,-45.2454938312864,409.075417942685,-0.00219780420491402,-0.993941301762248,-0.109890210245704,0.999800059980007,5.7608512719593e-17,-0.0199960011996001
7.99740753733967,-48.9796186102073,399.870376866984,-0.00243063638680811,-0.992584560072625,-0.121531819340403,0.999800059980007,-5.1705095458649e-17,-0.0199960011996001
7.7991347081044,-52.4990332934802,389.95673540522,-0.00266742527149919,-0.991062556499256,-0.133371263574958,0.999800059980007,-3.03832710829603e-17,-0.0199960011996001
7.58755745992952,-55.7891480040777,379.377872996476,-0.00290864107705824,-0.989363966151591,-0.145432053852921,0.999800059980007,1.64455182210227e-16,-0.0199960011996001
7.36359803511442,-58.8365822128753,368.179901755721,-0.00315478746697532,-0.987475740163562,-0.157739373348773,0.999800059980007,1.457083024915e-16,-0.0199960011996001
7.12822846688314,-61.6292345690711,356.411423344157,-0.0034064065215754,-0.985382861084475,-0.170320326078785,0.999800059980007,2.93636406568877e-16,-0.0199960011996001
6.88246545739631,-64.1563458202354,344.123272869815,-0.00366408439827003,-0.983068048657573,-0.1832042199135,0.999800059980007,-2.61551945294504e-17,-0.0199960011996001
6.62736502403709,-66.4085544826747,331.368251201854,-0.00392845781081096,-0.980511404977485,-0.196422890540556,0.999800059980007,1.63526681284622e-16,-0.0199960011996001
6.36401694288922,-68.3779449620047,318.200847144461,-0.00420022148317773,-0.977689985051562,-0.210011074158887,0.999800059980007,9.49295691132513e-18,-0.0199960011996001
6.09353901941854,-70.0580878647105,304.676950970927,-0.00448013676465684,-0.97457727492461,-0.224006838232877,0.999800059980007,6.96328181465835e-16,-0.0199960011996
5.81707121729947,-71.4440722838231,290.853560864973,-0.00476904163022854,-0.97114255445058,-0.238452081511424,0.999800059980007,-6.27242393449018e-17,-0.0199960011996001
5.53576967709051,-72.5325298852702,276.788483854525,-0.00506786233560009,-0.967350115077194,-0.253393116780008,0.999800059980007,7.71313155587427e-17,-0.0199960011996001
5.25080065705403,-73.3216506659432,262.540032852701,-0.00537762705043502,-0.963158294047961,-0.268881352521756,0.999800059980007,9.31922685079892e-17,-0.0199960011996001
4.96333442883132,-73.8111902995153,248.166721441566,-0.00569948185719018,-0.958518274372208,-0.284974092859481,0.999800059980007,-5.31195467048025e-16,-0.0199960011996003
4.67453916092288,-74.0024690317552,233.726958046144,-0.006034709576857,-0.953372583562063,-0.301735478842842,0.999800059980007,-1.44559092462493e-16,-0.0199960011996002
4.38557482298421,-73.8983621327632,219.278741149211,-0.00638475196505798,-0.947653201758995,-0.319237598252884,0.999800059980007,-2.94539471461956e-16,-0.0199960011996002
4.09758714382884,-73.5032819592752,204.879357191442,-0.00675123590733646,-0.941279158975946,-0.337561795366802,0.999800059980007,-3.82980062543782e-16,-0.0199960011996003
3.81170165573375,-72.8231517257298,190.585082786687,-0.00713600431918898,-0.934153458128618,-0.356800215959435,0.999800059980007,-2.42056454089243e-16,-0.0199960011996003
3.52901785716914,-71.8653711275645,176.450892858457,-0.00754115249902751,-0.926159099984993,-0.377057624951378,0.999800059980007,5.219785331306e-17,-0.0199960011996001
3.25060352542741,-70.6387740044494,162.530176271371,-0.0079690706406488,-0.917153900239222,-0.398453532032416,0.999800059980007,-4.42447789150895e-16,-0.0199960011996003
2.9774892098084,-69.1535782742078,148.87446049042,-0.00842249298818649,-0.906963665904951,-0.421124649409312,0.999800059980007,-2.35154239704803e-16,-0.0199960011996002
2.7106629350345,-67.4213284100707,135.533146751725,-0.00890455352408658,-0.895373120697866,-0.445227676204322,0.999800059980007,-1.44900164628162e-16,-0.0199960011996002
2.45106514342475,-65.4548307742743,122.553257171238,-0.00941884676328916,-0.882113711178926,-0.470942338164443,0.999800059980007,-2.86665342401068e-16,-0.0199960011996003
2.19958390305819,-63.2680821597004,109.979195152909,-0.00996948950654248,-0.866847049211263,-0.498474475327177,0.999800059980007,9.38228790433336e-16,-0.0199960011995996
1.95705040771043,-60.8761919280599,97.8525203855216,-0.0105611739868477,-0.84914219754576,-0.528058699342391,0.999800059980007,1.33080994130753e-16,-0.0199960011996001
1.72423479276142,-58.2952981677282,86.2117396380712,-0.011199192238572,-0.828444211218836,-0.559959611928578,0.999800059980007,-3.6856308226976e-16,-0.0199960011996003
1.50184228955558,-55.542478326816,75.092114477779,-0.0118893909379288,-0.804030223434347,-0.594469546896423,0.999800059980007,-2.73335593843012e-16,-0.0199960011996003
1.29050973885663,-52.6356548068804,64.5254869428315,-0.0126379761738213,-0.774947854460561,-0.631898808691078,0.999800059980007,1.62857331995256e-16,-0.0199960011995999
1.09080248208908,-49.5934960299851,54.5401241044542,-0.0134510109622948,-0.739928936138217,-0.672550548114756,0.999800059980007,2.34095553679395e-16,-0.0199960011995999
0.903211647007005,-46.4353135163773,45.1605823503504,-0.0143333019373371,-0.697270173884113,-0.716665096866864,0.999800059980007,5.78930470920072e-17,-0.0199960011996
0.7281518422885,-43.1809555315156,36.4075921144249,-0.0152860981372415,-0.644673828032633,-0.764304906862104,0.999800059980007,3.82029111830638e-16,-0.0199960011995997
0.565959273335047,-39.8506978798614,28.2979636667522,-0.0163025398361714,-0.579052859780585,-0.815126991808525,0.999800059980007,-4.62782405568907e-16,-0.0199960011996009
0.416890289267544,-36.4651324382231,20.8445144633773,-0.0173590394685085,-0.496344674168707,-0.867951973425426,0.999800059980007,-2.11930315605166e-17,-0.0199960011996001
0.281120368771048,-33.0450540336031,14.0560184385527,-0.018399994082119,-0.391486889515829,-0.91999970410593,0.999800059980007,-3.01557201941159e-16,-0.0199960011996004
0.158743550057965,-29.6113462795682,7.9371775028981,-0.0193139316804498,-0.258953817601342,-0.965696584022504,0.999800059980007,1.72842254640385e-16,-0.0199960011995999
0.0497723078093951,-26.1848669906283,2.4886153904695,-0.0199062644187679,-0.094632620496867,-0.995313220938407,0.999800059980007,2.16636306164187e-16,-0.0199960011995999
-0.0458621224713604,-22.7863337964724,-2.29310612356801,-0.019895469869249,0.10014922357764,-0.994773493462445,0.999800059980007,-2.29054424823824e-18,-0.0199960011996002
-0.128308974686952,-19.4362105767069,-6.41544873434782,-0.0189879665804919,0.313500031850782,-0.949398329024597,0.999800059980007,1.71210031385561e-16,-0.0199960011996
-0.197796741366392,-16.1545953323261,-9.88983706831956,-0.0170530298198506,0.52220171302116,-0.852651490992498,0.999800059980007,3.06428591295551e-16,-0.0199960011996007
-0.254631528681355,-12.9611101022789,-12.7315764340673,-0.0142636559146932,0.700832967252584,-0.713182795734647,0.999800059980007,-1.92146724536083e-16,-0.0199960011996007
-0.299194986417585,-9.87479352238557,-14.9597493208788,-0.0110141632300023,0.834625190768599,-0.550708161500103,0.999800059980007,-7.59358243998141e-17,-0.0199960011996007
-0.331941824366844,-6.91399660950357,-16.5970912183418,-0.00768807783819738,0.923133003062783,-0.384403891909853,0.999800059980007,1.47048461771193e-16,-0.0199960011996006
-0.353396928848458,-4.09628233634397,-17.669846442423,-0.00451492658650154,0.974175656765339,-0.225746329325062,0.999800059980007,3.31258997174623e-16,-0.0199960011996001
-0.364152095238982,-1.43832954171276,-18.2076047619492,-0.00157438724626807,0.996895572917129,-0.0787193623133923,0.999800059980007,2.39387569056768e-16,-0.0199960011996
-0.364862394471398,1.04415830252895,-18.2431197235697,0.00114238801349971,0.998366700674737,0.0571194006749656,0.999800059980007,-3.85759292805371e-16,-0.0199960011996004
