"time_wave","strain","rate","stress","Gp_t","Gpp_t","G_star_t","tan_delta_t","delta_t","disp_stress","eq_strain_est","Gp_t_dot","Gpp_t_dot","G_speed","delta_t_dot"
0.569010416666667,-0.420145122228702,-5.70172003722723,-28.2355766049009,82.778175015447,8.99435499429276,83.2653870503904,0.10865611609116,0.108231516266164,14.7052596077524,-0.597791701233473,305.923273873894,105.162122924693,323.493619095879,0.245508709205355
0.5703125,-0.427555093430282,-5.67993224440088,-28.6529890704732,82.9372300327271,9.04845813562622,83.4293636565308,0.109100076431968,0.108670275356855,14.9869553389,-0.608257479234416,296.411113391081,99.7437785819446,312.74329650297,0.219167507841824
0.571614583333333,-0.434936447443717,-5.65776428141124,-29.0645883474748,83.083941719927,9.0973181522618,83.5805154882625,0.109495504954839,0.109061035847301,15.2634276894484,-0.618647371281453,286.191881070039,94.3010697006143,301.327868835738,0.193707765957123
0.572916666666667,-0.442288690219001,-5.63521763200806,-29.4703241139743,83.2176928201992,9.1409418307274,83.7182251117985,0.109843730593173,0.109405122999881,15.5341818064341,-0.628957910188814,275.270317838141,88.8391729048222,289.251009549014,0.169102675603079
0.57421875,-0.449611329654607,-5.61229380528741,-29.8701488006474,83.3378739403848,9.17934035857571,83.8418840575642,0.110146082741949,0.109703860754398,15.7987133895016,-0.639185560943529,263.652201293334,83.3632844190621,276.517486673002,0.145325925016335
0.575520833333333,-0.45690387563042,-5.58899433559066,-30.2640176062569,83.4438843283719,9.21252929690293,83.950893550057,0.110403888446149,0.10995856905847,16.0565094459227,-0.64932671854047,251.344345130657,77.8786132320185,263.133156839082,0.122351760664985
0.576822916666667,-0.464165840040551,-5.56532078240174,-30.6518885115179,83.5351326427776,9.24052854851114,84.0446652292833,0.110618469812295,0.110170561420333,16.307049072148,-0.659377705470657,238.354596930731,72.3903742175884,249.104958114795,0.100155037783318
0.578125,-0.471396736825998,-5.54127473024283,-31.0337222913414,83.6110377140958,9.26336232175261,84.1226218631589,0.110791141636446,0.110341142676286,16.5498042606358,-0.669334768850276,224.691834302624,66.9037812243821,234.440901602937,0.0787112608539176
0.579427083333333,-0.47859608200718,-5.51685778856827,-31.4094825254492,83.6710292964617,9.2810590900988,84.1841980502472,0.110923209241449,0.110471606964589,16.7842407306577,-0.679194077176907,210.365959376464,61.4240401450693,219.150061766186,0.0579966153489282
0.580729166666667,-0.48576339371634,-5.49207159165684,-31.7791356073558,83.7145488091928,9.29365154748099,84.2288409122002,0.111015966515732,0.110563235897277,17.0098187817276,-0.688951716698255,195.387891644256,55.9563419770322,203.242565444934,0.037987991906588
0.58203125,-0.492898192229784,-5.46691779850235,-32.1426507517107,83.7410500672786,9.30117655945451,84.2560107752593,0.111070694145605,0.11061729692113,17.2259941682614,-0.698603687377287,179.769559150402,50.5058558858433,186.729579541891,0.0186630039947784
0.583333333333333,-0.499999999999999,-5.44139809270265,-32.5,83.7499999999986,9.30367511024234,84.2651818401688,0.111088658032746,0.110635041858905,17.4322189940261,-0.708145898436136,163.523888036475,45.0777222831134,169.62329735269,3.1560092214153e-15
0.584635416666667,-0.507068341687617,-5.41551418234691,-32.8511582246024,83.7408793568673,9.30119224571827,84.2558428398483,0.111071107888426,0.110617705621913,17.6279426249025,-0.717574163459321,146.664790447902,39.6770459302829,151.936923527103,-0.0180219294224364
0.5859375,-0.514102744193222,-5.38926779990128,-33.1961031311999,83.7131834001098,9.29377701239459,84.227497684168,0.111019275995929,0.110566505085022,17.8126126184407,-0.726884195034779,129.207150813277,34.3088890799155,133.684657650692,-0.0354229479940924
0.587239583333333,-0.521102736689023,-5.36266070209297,-33.5348152595413,83.6664225828936,9.28148239248267,84.1796660911725,0.110934376132635,0.110482638115291,17.9856756686598,-0.736071598908992,111.166810510085,28.9782646660169,114.881676441628,-0.0522224737952229
0.588541666666667,-0.528067850650368,-5.33569466979265,-33.8672779825599,83.6001232125507,9.26436523509952,84.1118842040944,0.110817602643302,0.110367282745593,18.1465785645032,-0.745131867629937,92.5605509336849,23.6901295548584,95.5441145621919,-0.0684391819978621
0.58984375,-0.534997619887097,-5.30837150789525,-34.1934775038452,83.5138280980446,9.24248618369712,84.0237051935082,0.110670129656211,0.11022159648476,18.2947691603365,-0.754060373648769,73.4060749894481,18.4493778677047,75.6890440490685,-0.0840910098316963
0.591145833333333,-0.541891580574751,-5.28069304519915,-34.5134028534734,83.4070971809497,9.21590959979548,83.9146998439725,0.110493110434017,0.110046715756087,18.4296973568423,-0.76285236184807,53.7219870309281,13.2608343867412,55.3344523708673,-0.0991951633234737
0.592447916666667,-0.548749271285616,-5.25266113428379,-34.8270458821978,83.279508149231,9.18470348310389,83.7844571245191,0.110287676851376,0.109843755456256,18.550816090646,-0.771502941461048,33.5277712699371,8.12924805538191,34.4992191255853,-0.113768125402937
0.59375,-0.555570233019602,-5.22427765138566,-35.1344012540043,83.1306570331277,9.14893938811918,83.6325847423538,0.11005493899168,0.109613808627107,18.657582330982,-0.780007077342232,12.8437686873727,3.05928558400149,13.2030913947914,-0.127825665014235
0.595052083333333,-0.562354009234973,-5.19554449627273,-35.4354664370376,82.9601587824647,9.10869233729283,83.4587096791415,0.109795984855542,0.109357946232992,18.7494580816909,-0.788359580546078,-8.30884752354475,-1.94447482804977,8.53334222485158,-0.141382846912089
0.596354166666667,-0.569100145878898,-5.16646359211728,-35.730241692904,82.7676478247346,9.06404073086274,83.2624787092604,0.109511880173959,0.109077217036827,18.825911386823,-0.796555098165183,-29.9080979470399,-6.8775496434537,30.688678888279,-0.154454041856905
0.59765625,-0.575808191417845,-5.1370368853672,-36.0187300643581,82.5527786033138,9.01506625344897,83.0435588994223,0.109203668319495,0.108772647568332,18.886417338109,-0.804588102374724,-51.9312243302145,-11.7355560004774,53.2407300389035,-0.167052936953212
0.598958333333333,-0.582477696867802,-5.10726634561568,-36.3009373613816,82.3152260951974,8.96185377751581,82.8016380890683,0.108872370309127,0.108445242178334,18.9304590825499,-0.812452878624052,-74.3547183241028,-16.5142175788275,76.1665511842142,-0.179192545901593
0.600260416666667,-0.589108215824328,-5.0771539654694,-36.5768721456642,82.0546863076585,8.90449126380606,82.5364253509651,0.108518984892822,0.108095983173438,18.957528828368,-0.820143512910079,-97.1543515376254,-21.2093703078032,99.442472875276,-0.190885218955913
0.6015625,-0.595699304492433,-5.04670176041517,-36.8465457134943,81.77087675326,8.84306965885657,82.2476514314435,0.108144488722313,0.107725831025747,18.9671288475607,-0.82765387806015,-120.305206859126,-25.8169679070119,123.044132852115,-0.202142652395607
0.602864583333333,-0.602250521716281,-5.01591176868502,-37.1099720770746,81.4635369026716,8.77768278970679,81.9350691697374,0.107749836594916,0.107335724652772,18.9587724732924,-0.834977618944375,-143.781710997733,-30.3330872502112,146.946509313984,-0.212975897337233
0.604166666666667,-0.60876142900872,-4.98478605111974,-37.3671679442707,81.1324286147644,8.70842725591536,81.5984538959005,0.107335961767704,0.106926581763063,18.931985090365,-0.842108136528822,-167.557668194324,-34.7539335431397,171.123955270559,-0.223395367720664
0.60546875,-0.615231590580627,-4.95332669103101,-37.6181526968078,80.7773365434853,8.63540231900237,81.2376038067995,0.106903776337731,0.106499299263556,18.8863051170113,-0.849038570671436,-191.606295049534,-39.0758453065157,195.550233927316,-0.233410847313342
0.606770833333333,-0.621660573370077,-4.92153579406192,-37.8629483669297,80.3980685210322,8.55870978943747,80.8523403196988,0.106454171684467,0.106054753725044,18.8212849762618,-0.855761781551939,-215.900256414113,-43.2952991557503,220.198555055808,-0.243031495581199
0.608072916666667,-0.628047947071334,-4.88941548804603,-38.1015796125331,79.9944559168791,8.47845391129673,80.44250840298,0.105988018971046,0.105593801902638,18.7364920551474,-0.862270329615145,-240.411702284716,-47.4089143692549,245.041612296986,-0.252265852277022
0.609375,-0.634393284163645,-4.85696792286498,-38.3340736907949,79.5663539722284,8.39474124471352,80.0079768835561,0.105506169701374,0.105117281308523,18.631509650013,-0.868556453893857,-265.112305646215,-51.413457237612,270.051621343357,-0.261121840596489
0.610677083333333,-0.64069615993986,-4.82419527030456,-38.5604604303084,79.1136421094866,8.30768054625073,79.5486387305683,0.105009456330599,0.104626010834776,18.5059378962355,-0.874612048562771,-289.973301199767,-55.3058451862695,295.200358943647,-0.269606768748694
0.611979166666667,-0.646956152534857,-4.79109972390935,-38.7807722017449,78.6362242163943,8.21738264732395,79.0644113149752,0.104498692926952,0.104120791424473,18.3593946806547,-0.880428637558205,-314.965524914019,-59.0831506648207,320.459202671488,-0.277727329781656
0.61328125,-0.653172842953777,-4.75768349883595,-38.9950438870616,78.1340289044637,8.12396033080725,78.5552366446699,0.103974675883418,0.1036024067898,18.1915165350545,-0.885997347079855,-340.059454335148,-62.7426047963497,345.79917139772,-0.285489599494008
0.614583333333333,-0.659345815100069,-4.72394883170464,-39.2033128472725,77.6070097414041,8.02752820595491,78.0210815747885,0.103438184678209,0.103071624176357,18.0019595090497,-0.891308875769903,-365.225249589944,-66.2816007807622,371.190966404218,-0.292899032251626
0.615885416666667,-0.665474655803342,-4.68989798044974,-39.405618888804,77.055145457246,7.92820258177405,77.4619379928942,0.102889982683545,0.102529195173374,17.7904000207683,-0.896353462341178,-390.43279501466,-69.6976970464587,396.605013075402,-0.299960454512134
0.6171875,-0.671558954847018,-4.65553322416846,-39.6020042284558,76.4784401239011,7.82610133898509,76.8778229787576,0.102330818022781,0.101975856570072,17.5565356837445,-0.901120850399562,-415.651741341045,-72.9886201451617,422.011503102152,-0.306678055840664
0.618489583333333,-0.677598304995788,-4.62085686296833,-39.792513456989,75.8769233079233,7.72134380070783,76.26877893847,0.101761424476492,0.101412331258975,17.300086108476,-0.905600250175733,-440.85154836986,-76.1522673851835,447.380437131539,-0.313055377176741
0.619791666666667,-0.683592302022871,-4.58587121781329,-39.9771935013641,75.2506501962662,7.61405060201254,75.6348737126652,0.101182522438728,0.10083932918757,17.0207936771316,-0.909780296847348,-466.001528061105,-79.1867091988855,472.681667794546,-0.319095296084018
0.62109375,-0.689540544737067,-4.55057863036833,-40.156093585652,74.5997016948577,7.50434355847648,74.976200658645,0.100594819925316,0.100257548360326,16.7184242899351,-0.913649005094189,-491.07088796926,-82.0901912405662,497.884943042898,-0.324800008681419
0.622395833333333,-0.695442635009611,-4.51498146284274,-40.3292651906428,73.9241844998485,7.39234553388717,74.2928787062396,0.0999990136367662,0.0996676758938055,16.3927680817957,-0.91719371948494,-516.028774951157,-84.8611362115101,522.959949725312,-0.330171007915195
0.623697916666667,-0.701298177800824,-4.479082097832,-40.4967620121772,73.2242311414106,7.27818030723466,73.5850523872569,0.0993957900790933,0.0990703891283041,16.0436401077938,-0.920401060244347,-540.844319073413,-87.4981454094196,547.87635733263,-0.335209057785782
0.625,-0.707106781186547,-4.44288293815837,-40.6586399182265,72.5000000000009,7.16197243913541,72.85289183841,0.0987858267466941,0.0984663568002732,15.6708809961827,-0.923256863892512,-565.486677645882,-89.9999999999553,572.603861840775,-0.339914163089953
