Time	Relaxation Modulus
0.001	383502000.0
0.0012589254117941675	383480938.9758784
0.001584893192461114	383459877.95175683
0.0019952623149688807	383438816.92763525
0.002511886431509582	383403866.04272825
0.0031622776601683824	383366032.56102145
0.003981071705534978	383318969.49507713
0.00501187233627273	383254471.22337574
0.006309573444801942	383156977.39774805
0.00794328234724283	383015238.0996585
0.010000000000000021	382826400.0
0.012589254117941701	382607699.34708136
0.015848931924611172	382374450.8979966
0.01995262314968885	382141202.44891185
0.025118864315095874	381708728.4125513
0.03162277660168389	381258747.3175624
0.03981071705534985	380756741.2808227
0.0501187233627274	380081745.0749895
0.06309573444801955	379246790.73237365
0.07943282347242846	378225259.2710004
0.10000000000000041	377048400.0
0.12589254117941726	375467953.4226146
0.15848931924611206	373668940.6827886
0.1995262314968889	371869927.94296265
0.25118864315095923	369509936.97800314
0.31622776601683955	366945110.9218368
0.39810717055349937	363908762.43949443
0.501187233627275	360495566.48747236
0.6309573444801969	356665265.2325915
0.7943282347242863	352382266.01777124
1.0000000000000062	347687519.3143698
1.2589254117941753	342254972.46919334
1.5848931924611238	336556456.0817972
1.995262314968893	330857939.694401
2.5118864315095975	324552948.65481085
3.162277660168402	318023917.891352
3.981071705535002	311116335.2808832
5.011872336272761	303975115.7619138
6.309573444801981	296679484.9292464
7.943282347242878	289246911.9811159
10.000000000000082	281786674.8240062
12.589254117941765	274425710.87380874
15.848931924611271	267084163.10937768
19.952623149688993	259742615.3449466
25.118864315096026	252583032.43094572
31.622776601684052	245506699.91462013
39.810717055350096	238747533.2070791
50.11872336272776	232164151.19596997
63.09573444801995	225726428.403952
79.43282347242886	219512669.06334576
100.00000000000102	213556011.42964125
125.89254117941816	207866138.7194549
158.48931924611304	202348965.93942133
199.52623149688992	196831793.15938774
251.1886431509608	191705962.9439292
316.2277660168418	186732048.88016397
398.1071705535018	182084154.9357597
501.18723362727764	177641435.94825816
630.9573444802007	173462969.15162334
794.3282347242919	169419965.4700157
1000.0000000000123	165524022.30306998
1258.9254117941816	162255199.6277569
1584.8931924611336	159558403.78075808
1995.2623149689073	156861607.93375924
2511.886431509613	154669430.77074733
3162.277660168418	152519614.38490963
3981.0717055350265	148776504.36752912
5011.872336272797	147134039.37497652
6309.57344480202	146074215.96028158
7943.282347242919	143291588.10949385
10000.000000000144	140764173.25154996
