Angular Frequency,Storage Modulus,Loss Modulus
0.1,1920.0,131.0
0.2,1980.0,125.0
0.3,2020.0,123.0
0.4,2050.0,121.0
0.6,2070.0,118.0
0.8,2080.0,116.0
1.0,2090.0,115.0
2.0,2130.0,112.0
2.5,2140.0,112.0
3.0,2150.0,111.0
4.0,2160.0,110.0
5.0,2170.0,110.0
6.0,2180.0,111.0
7.0,2150.0,105.0
8.0,2180.0,126.0
10.0,2200.0,111.0
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
