Angular Frequency,Storage Modulus,Loss Modulus
0.1,209.1229201,117.3400924
0.2,268.626161,130.5444589
0.3,303.4088309,138.1058075
0.4,330.3292224,143.4626699
0.6,366.5737738,147.6290321
0.8,395.1893257,150.7192007
1.0,421.1571615,153.0745405
2.0,488.801838,159.125019
2.5,510.997553,159.9780424
3.0,527.0572539,159.4974878
4.0,555.2894508,160.1911039
5.0,578.3879554,160.9850299
6.0,599.3986134,161.453143
7.0,613.3168135,161.0277977
8.0,642.0995487,168.3784176
10.0,648.373975,160.9492605
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
