strain
0.9837799631855714
1.4805153446553105
1.6789081952649403
1.8123508491014602
1.88376044162602
1.9796860514012198
2.0286607600448208
2.0733728816980697
2.109881263644161
2.143944083553781
2.1734771370291304
2.206062792426951
2.23353620972926
2.2594833260703204
2.28034277254059
2.3006934520237703
2.324630068641251
2.33681590810643
2.3556648548531105
2.37242959720201
